#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-16T17:48:21 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-16T17:48:21	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/276/59/table7&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22760059
#Name: J/ApJS/276/59
#Title: The DiskMass Survey (DMS). XI. Full Ha sample (Swaters+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	creator=Swaters R.A.	    First author or institution
#INFO	cites=bibcode:2025ApJS..276...59S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/276/59	    Dataset landing page
#INFO	publication_date=2026-02-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_276_59_table7:
#Name: J/ApJS/276/59/table7
#Title: H{alpha} data table for individual fiber measurements
#Column	UGC	(I5)	[16/12808] UGC galaxy identifier	[ucd=meta.id;meta.main]
#Column	R	(A3)	Run code (1)	[ucd=meta.id;obs]
#Column	N	(I1)	[1/5] Night during the observing run	[ucd=meta.note]
#Column	P	(I1)	[1/4] SparsePak pointing	[ucd=obs.field]
#Column	A	(I2)	[1/82] SparsePak fiber aperture	[ucd=instr.fov]
#Column	C	(I1)	[1/9] Fitting code (2)	[ucd=meta.code]
#Column	oRA	(F5.1)	[-70.5/38.7] East-West offset of fiber aperture (3)	[ucd=pos.eq.ra;arith.diff]
#Column	oDE	(F5.1)	[-47/62.5] North-South offset of fiber aperture (3)	[ucd=pos.eq.dec;arith.diff]
#Column	EWg	(F6.1)	[-0.2/1167]? H{alpha} emission equivalent width from sum of Gaussian line parameters	[ucd=spect.line.eqWidth]
#Column	EWsum	(F7.1)	[-0.2/29060]? H{alpha} emission equivalent width from zeroth moment of line emission	[ucd=spect.line.eqWidth]
#Column	logmuN	(F6.2)	[-16.6/-13] Log H{alpha} narrow component surface-brightness (flux within the 4.7" diameter fiber aperture); in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuN	(F5.2)	[0/73] Uncertainty in logmuN	[ucd=stat.error;phot.mag.sb]
#Column	VelN	(F6.1)	[-382/348] Narrow component velocity relative to kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelN	(F6.1)	[0/5579] Uncertainty in VelN	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaN	(F5.1)	[2.9/142] Narrow component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaN	(F5.1)	[0/999] Uncertainty in sigmaN	[ucd=stat.error;phys.veloc.dispersion]
#Column	logmuB	(F6.2)	[-99/-13]? Log H{alpha} broad component surface-brightness; in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuB	(F5.2)	[0/13.4]? Uncertainty in logmuB	[ucd=stat.error;phot.mag.sb]
#Column	VelB	(F6.1)	[-487/340]? Broad component velocity relative to the kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelB	(F6.1)	[0/1174]? Uncertainty in VelB	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaB	(F5.1)	[0/888]? Broad component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaB	(F5.1)	[0/999]? Uncertainty in sigmaB	[ucd=stat.error;phys.veloc.dispersion]
UGC	R	N	P	A	C	oRA	oDE	EWg	EWsum	logmuN	e_logmuN	VelN	e_VelN	sigmaN	e_sigmaN	logmuB	e_logmuB	VelB	e_VelB	sigmaB	e_sigmaB
  463	R1 	5	1	79	3	 -0.6	-17.0	  25.9	   26.2	-14.75	 0.01	 -20.8	   0.4	 19.4	  0.3	-14.91	 0.02	 -19.4	   1.2	 33.7	  1.0
  463	R1 	5	1	81	1	-25.2	-25.4	   9.0	    9.2	-15.70	 0.10	 -83.1	   6.0	 29.2	  4.9	      	     	      	      	     	
  463	R1 	5	1	82	3	-20.3	 -0.1	  21.6	   20.6	-14.71	 0.01	 -68.6	   0.4	 21.6	  0.3	-15.49	 0.08	-100.3	  10.2	 57.0	  8.3
  463	P2 	3	1	 1	1	 10.0	  0.6	      	       	-14.39	 0.01	 118.3	   0.3	 25.9	  0.3	      	     	      	      	     	
  463	P2 	3	1	 4	1	 24.8	  9.0	      	       	-14.94	 0.02	 145.7	   0.8	 22.3	  0.6	      	     	      	      	     	
  463	P2 	3	1	 5	1	 29.7	 17.4	      	       	-15.17	 0.03	 142.3	   1.4	 25.1	  1.2	      	     	      	      	     	
  463	P2 	3	1	 7	1	 24.8	 25.9	      	       	-15.70	 0.08	 130.4	   3.2	 19.3	  2.6	      	     	      	      	     	
  463	P2 	3	1	 8	1	 29.7	  0.6	      	       	-15.31	 0.03	 140.8	   1.1	 19.5	  0.9	      	     	      	      	     	
  463	P2 	3	1	 9	1	 34.7	  9.0	      	       	-15.53	 0.04	 146.2	   1.7	 18.4	  1.4	      	     	      	      	     	
  463	P2 	3	1	15	1	 24.8	 -7.9	      	       	-15.25	 0.02	 118.5	   1.2	 22.3	  0.9	      	     	      	      	     	
  463	P2 	3	1	18	1	  5.1	 25.9	      	       	-14.99	 0.01	  96.1	   0.5	 21.3	  0.4	      	     	      	      	     	
  463	P2 	3	1	20	1	 14.9	 25.9	      	       	-15.17	 0.02	 108.9	   0.7	 19.4	  0.6	      	     	      	      	     	
  463	P2 	3	1	21	1	 10.0	 17.4	      	       	-14.84	 0.01	 122.9	   0.6	 26.4	  0.5	      	     	      	      	     	
  463	P2 	3	1	23	1	 14.9	  9.0	      	       	-15.03	 0.01	 132.7	   0.7	 22.1	  0.6	      	     	      	      	     	
  463	P2 	3	1	24	1	 14.9	 -7.9	      	       	-14.44	 0.00	  95.9	   0.2	 23.7	  0.2	      	     	      	      	     	
  463	P2 	3	1	25	1	  5.1	 -7.9	      	       	-14.95	 0.01	  43.6	   0.7	 26.9	  0.6	      	     	      	      	     	
  463	P2 	3	1	26	3	  5.1	  3.4	      	       	-14.41	 0.00	 102.1	   0.2	 23.5	  0.2	-14.78	 0.01	 100.8	   1.1	 45.7	  0.9
  463	P2 	3	1	27	1	 19.9	 17.4	      	       	-15.24	 0.03	 139.8	   1.5	 25.5	  1.2	      	     	      	      	     	
  463	P2 	3	1	28	1	 19.9	  0.6	      	       	-14.79	 0.01	 134.0	   0.5	 23.8	  0.4	      	     	      	      	     	
  463	P2 	3	1	30	1	 19.9	-16.3	      	       	-15.37	 0.03	  80.4	   1.5	 21.0	  1.3	      	     	      	      	     	
  463	P2 	3	1	31	1	  0.2	 -5.1	      	       	-14.20	 0.00	  18.5	   0.3	 33.1	  0.2	      	     	      	      	     	
  463	P2 	3	1	32	1	  5.1	-24.8	      	       	-15.70	 0.06	  17.8	   2.0	 17.2	  1.7	      	     	      	      	     	
  463	P2 	3	1	33	3	 10.0	-16.3	      	       	-14.49	 0.00	  53.9	   0.2	 23.7	  0.2	-15.01	 0.02	  43.6	   2.4	 54.8	  1.9
  463	P2 	3	1	40	1	 -4.8	 25.9	      	       	-15.51	 0.04	  62.5	   1.6	 19.3	  1.3	      	     	      	      	     	
  463	P2 	3	1	41	1	  5.1	  9.0	      	       	-14.22	 0.00	 109.5	   0.2	 26.2	  0.1	      	     	      	      	     	
  463	P2 	3	1	42	1	  0.2	 17.4	      	       	-14.72	 0.01	  71.3	   0.4	 24.4	  0.3	      	     	      	      	     	
  463	P2 	3	1	43	3	 -4.8	  3.4	      	       	-14.24	 0.00	   5.1	   0.2	 30.0	  0.2	-14.74	 0.01	   1.8	   1.7	 57.3	  1.3
  463	P2 	3	1	44	1	  0.2	 11.8	      	       	-14.63	 0.01	  77.9	   0.3	 25.4	  0.3	      	     	      	      	     	
  463	P2 	3	1	45	1	 -9.7	  0.6	      	       	-14.35	 0.00	 -51.1	   0.2	 27.8	  0.2	      	     	      	      	     	
  463	P2 	3	1	46	1	  5.1	 -2.3	      	       	-14.36	 0.00	  75.4	   0.2	 28.1	  0.2	      	     	      	      	     	
  463	P2 	3	1	47	2	  0.2	  6.2	      	       	-14.36	 0.00	  55.9	   0.3	 26.9	  0.2	-15.11	 0.03	  56.0	   4.3	 58.7	  3.4
  463	P2 	3	1	48	1	  0.2	-10.7	      	       	-14.81	 0.01	   7.7	   0.4	 23.2	  0.3	      	     	      	      	     	
  463	P2 	3	1	49	1	 -4.8	-24.8	      	       	-15.40	 0.03	  -3.3	   1.3	 21.8	  1.0	      	     	      	      	     	
  463	P2 	3	1	50	1	 -9.7	-33.2	      	       	-15.17	 0.02	 -17.9	   0.9	 21.5	  0.7	      	     	      	      	     	
  463	P2 	3	1	51	1	 -4.8	 -7.9	      	       	-14.84	 0.01	 -28.2	   0.5	 24.8	  0.4	      	     	      	      	     	
  463	P2 	3	1	52	9	  0.2	  0.6	      	       	-13.94	 0.00	  20.5	   0.5	 52.9	  0.4	-14.48	 0.01	  78.5	   0.4	 26.2	  0.3
  463	P2 	3	1	56	3	 -9.7	 17.4	      	       	-14.64	 0.09	  29.3	   5.4	 21.5	  4.4	-15.38	 0.06	  24.5	   0.3	 47.7	  0.3
  463	P2 	3	1	60	1	-19.5	 17.4	      	       	-14.58	 0.01	  -1.7	   0.3	 25.5	  0.2	      	     	      	      	     	
  463	P2 	3	1	61	1	-24.5	 -7.9	      	       	-14.63	 0.01	 -68.3	   0.3	 23.2	  0.2	      	     	      	      	     	
  463	P2 	3	1	62	1	 -4.8	  9.0	      	       	-14.63	 0.01	  37.8	   0.4	 26.6	  0.4	      	     	      	      	     	
  463	P2 	3	1	63	2	-14.6	  9.0	      	       	-14.81	 0.01	 -21.7	   0.4	 21.4	  0.3	-15.09	 0.02	 -19.2	   2.4	 47.5	  2.0
  463	P2 	3	1	65	1	-24.5	  9.0	      	       	-15.32	 0.02	 -44.3	   1.0	 19.7	  0.8	      	     	      	      	     	
  463	P2 	3	1	66	3	 -4.8	 -2.3	      	       	-14.38	 0.00	 -36.3	   0.2	 22.5	  0.2	-14.77	 0.02	 -31.5	   2.0	 59.6	  1.6
  463	P2 	3	1	67	1	-14.6	-24.8	      	       	-14.94	 0.01	 -44.6	   0.7	 23.9	  0.5	      	     	      	      	     	
  463	P2 	3	1	68	3	-19.5	-16.3	      	       	-14.30	 0.00	 -59.1	   0.2	 23.9	  0.1	-14.93	 0.02	 -71.3	   3.1	 62.2	  2.5
  463	P2 	3	1	71	1	 -9.7	-16.3	      	       	-14.73	 0.01	 -37.3	   0.5	 24.1	  0.4	      	     	      	      	     	
  463	P2 	3	1	73	4	-29.4	  0.6	      	       	-15.86	 0.07	 -78.7	   1.7	 11.3	  1.4	-15.93	 0.08	 -45.4	   2.1	 11.5	  1.7
  463	P2 	3	1	76	1	-34.3	  9.0	      	       	-15.43	 0.04	 -40.6	   2.0	 22.9	  1.6	      	     	      	      	     	
  463	P2 	3	1	77	4	-29.4	-16.3	      	       	-15.97	 0.10	 -65.8	   2.1	 10.1	  1.7	-16.01	 0.09	-101.6	   1.9	 10.2	  1.6
  463	P2 	3	1	79	1	  0.2	-16.3	      	       	-14.54	 0.01	   2.8	   0.3	 24.9	  0.2	      	     	      	      	     	
  463	P2 	3	1	81	1	-24.5	-24.8	      	       	-15.40	 0.04	 -63.0	   1.5	 20.0	  1.2	      	     	      	      	     	
  463	P2 	3	1	 1	2	 10.1	  0.1	      	       	-14.50	 0.01	 117.5	   0.4	 24.4	  0.3	-15.12	 0.05	 118.5	   7.5	 68.4	  6.1
  463	P2 	3	1	 5	1	 29.8	 16.9	      	       	-15.06	 0.02	 145.6	   1.1	 27.4	  0.9	      	     	      	      	     	
  463	P2 	3	1	 7	1	 24.8	 25.4	      	       	-15.69	 0.07	 125.9	   2.3	 16.5	  1.9	      	     	      	      	     	
  463	P2 	3	1	 8	1	 29.8	  0.1	      	       	-15.35	 0.03	 143.5	   1.5	 20.5	  1.2	      	     	      	      	     	
  463	P2 	3	1	15	1	 24.8	 -8.4	      	       	-15.31	 0.03	 116.5	   1.5	 22.4	  1.2	      	     	      	      	     	
  463	P2 	3	1	18	1	  5.1	 25.4	      	       	-14.99	 0.01	  95.6	   0.5	 21.7	  0.4	      	     	      	      	     	
  463	P2 	3	1	20	1	 15.0	 25.4	      	       	-15.14	 0.02	 108.3	   0.7	 20.2	  0.6	      	     	      	      	     	
  463	P2 	3	1	21	1	 10.1	 16.9	      	       	-14.86	 0.01	 121.6	   0.6	 25.4	  0.5	      	     	      	      	     	
  463	P2 	3	1	23	1	 15.0	  8.5	      	       	-15.09	 0.02	 134.0	   0.9	 22.0	  0.7	      	     	      	      	     	
  463	P2 	3	1	24	3	 15.0	 -8.4	      	       	-14.55	 0.01	  96.2	   0.2	 21.0	  0.2	-15.03	 0.02	  92.0	   1.6	 38.0	  1.2
  463	P2 	3	1	25	1	  5.1	 -8.4	      	       	-14.99	 0.01	  44.0	   0.8	 26.9	  0.6	      	     	      	      	     	
  463	P2 	3	1	26	1	  5.1	  2.9	      	       	-14.29	 0.00	 101.9	   0.2	 26.6	  0.1	      	     	      	      	     	
  463	P2 	3	1	27	1	 19.9	 16.9	      	       	-15.26	 0.03	 137.8	   1.8	 25.0	  1.5	      	     	      	      	     	
  463	P2 	3	1	28	1	 19.9	  0.1	      	       	-14.72	 0.01	 132.8	   0.4	 23.2	  0.3	      	     	      	      	     	
  463	P2 	3	1	30	1	 19.9	-16.8	      	       	-15.40	 0.03	  78.6	   1.2	 19.5	  1.0	      	     	      	      	     	
  463	P2 	3	1	31	3	  0.2	 -5.6	      	       	-14.27	 0.00	  18.5	   0.2	 31.2	  0.2	-15.20	 0.04	  -0.7	   4.4	 52.5	  3.5
  463	P2 	3	1	32	1	  5.1	-25.3	      	       	-15.76	 0.07	  21.5	   3.5	 25.4	  2.9	      	     	      	      	     	
  463	P2 	3	1	33	2	 10.1	-16.8	      	       	-14.58	 0.01	  50.6	   0.3	 22.7	  0.2	-14.93	 0.02	  50.6	   2.1	 56.1	  1.7
  463	P2 	3	1	40	1	 -4.7	 25.4	      	       	-15.50	 0.03	  65.3	   1.3	 18.1	  1.1	      	     	      	      	     	
  463	P2 	3	1	41	3	  5.1	  8.5	      	       	-14.39	 0.00	 111.4	   0.2	 22.3	  0.2	-14.61	 0.01	 101.1	   0.7	 37.1	  0.6
  463	P2 	3	1	42	1	  0.2	 16.9	      	       	-14.75	 0.01	  71.4	   0.4	 23.7	  0.3	      	     	      	      	     	
  463	P2 	3	1	43	2	 -4.7	  2.9	      	       	-14.20	 0.00	   1.4	   0.2	 30.7	  0.2	-14.89	 0.02	   2.1	   2.9	 62.0	  2.3
  463	P2 	3	1	44	3	  0.2	 11.3	      	       	-14.70	 0.01	  74.8	   0.4	 23.7	  0.3	-15.29	 0.04	  87.4	   3.7	 45.6	  2.9
  463	P2 	3	1	45	1	 -9.6	  0.1	      	       	-14.32	 0.00	 -53.6	   0.2	 27.8	  0.2	      	     	      	      	     	
  463	P2 	3	1	46	3	  5.1	 -2.8	      	       	-14.57	 0.01	  76.3	   0.3	 23.1	  0.2	-14.77	 0.01	  71.6	   1.0	 39.4	  0.8
  463	P2 	3	1	47	3	  0.2	  5.7	      	       	-14.32	 0.00	  54.2	   0.2	 27.4	  0.2	-15.15	 0.04	  34.5	   5.9	 71.1	  4.7
  463	P2 	3	1	48	1	  0.2	-11.2	      	       	-14.79	 0.01	   6.9	   0.4	 23.4	  0.3	      	     	      	      	     	
  463	P2 	3	1	49	1	 -4.7	-25.3	      	       	-15.45	 0.03	  -3.0	   1.5	 22.1	  1.2	      	     	      	      	     	
  463	P2 	3	1	50	1	 -9.6	-33.7	      	       	-15.24	 0.02	 -19.2	   1.0	 20.3	  0.8	      	     	      	      	     	
  463	P2 	3	1	51	1	 -4.7	 -8.4	      	       	-14.88	 0.01	 -27.3	   0.5	 25.3	  0.4	      	     	      	      	     	
  463	P2 	3	1	52	9	  0.2	  0.1	      	       	-13.91	 0.00	  18.7	   0.5	 52.4	  0.4	-14.52	 0.01	  79.5	   0.4	 24.3	  0.3
  463	P2 	3	1	56	1	 -9.6	 16.9	      	       	-14.59	 0.01	  27.9	   0.3	 22.7	  0.2	      	     	      	      	     	
  463	P2 	3	1	58	1	-14.6	 25.4	      	       	-15.02	 0.01	  26.4	   0.7	 23.4	  0.5	      	     	      	      	     	
  463	P2 	3	1	60	1	-19.5	 16.9	      	       	-14.54	 0.01	  -3.2	   0.3	 25.8	  0.2	      	     	      	      	     	
  463	P2 	3	1	61	3	-24.4	 -8.4	      	       	-14.72	 0.01	 -72.2	   0.3	 22.7	  0.3	-15.44	 0.05	 -59.6	   4.3	 42.9	  3.5
  463	P2 	3	1	62	1	 -4.7	  8.5	      	       	-14.66	 0.01	  37.1	   0.4	 26.0	  0.3	      	     	      	      	     	
  463	P2 	3	1	63	3	-14.6	  8.5	      	       	-14.78	 0.01	 -21.8	   0.4	 21.3	  0.3	-15.07	 0.03	 -34.6	   2.8	 50.9	  2.2
  463	P2 	3	1	65	1	-24.4	  8.5	      	       	-15.37	 0.03	 -47.2	   1.2	 19.3	  0.9	      	     	      	      	     	
  463	P2 	3	1	66	3	 -4.7	 -2.8	      	       	-14.41	 0.00	 -37.8	   0.2	 22.1	  0.2	-14.86	 0.02	 -29.7	   1.7	 48.9	  1.3
  463	P2 	3	1	67	1	-14.6	-25.3	      	       	-14.94	 0.01	 -44.1	   0.6	 21.9	  0.5	      	     	      	      	     	
  463	P2 	3	1	68	3	-19.5	-16.8	      	       	-14.46	 0.00	 -60.4	   0.2	 20.2	  0.2	-14.60	 0.01	 -62.2	   0.7	 40.1	  0.6
  463	P2 	3	1	71	3	 -9.6	-16.8	      	       	-14.93	 0.01	 -39.0	   0.6	 19.8	  0.4	-15.11	 0.03	 -34.2	   1.9	 35.1	  1.5
  463	P2 	3	1	73	1	-29.3	  0.1	      	       	-15.61	 0.06	 -66.3	   2.6	 22.2	  2.1	      	     	      	      	     	
  463	P2 	3	1	76	1	-34.3	  8.5	      	       	-15.30	 0.03	 -42.7	   1.3	 21.5	  1.0	      	     	      	      	     	
  463	P2 	3	1	77	1	-29.3	-16.8	      	       	-15.60	 0.06	 -78.6	   3.2	 24.2	  2.6	      	     	      	      	     	
  463	P2 	3	1	79	1	  0.2	-16.8	      	       	-14.55	 0.01	   2.3	   0.4	 24.9	  0.3	      	     	      	      	     	
  463	P2 	3	1	81	1	-24.4	-25.3	      	       	-15.49	 0.04	 -62.1	   1.7	 19.6	  1.4	      	     	      	      	     	
  463	P2 	3	2	 1	1	  9.7	 -6.3	      	       	-15.07	 0.02	  76.3	   1.1	 25.0	  0.9	      	     	      	      	     	
  463	P2 	3	2	 4	1	 24.4	  2.1	      	       	-14.58	 0.01	 142.8	   0.3	 22.3	  0.2	      	     	      	      	     	
  463	P2 	3	2	 5	1	 29.4	 10.6	      	       	-14.69	 0.01	 148.4	   0.3	 22.5	  0.2	      	     	      	      	     	
  463	P2 	3	2	 7	1	 24.4	 19.0	      	       	-15.13	 0.02	 137.5	   0.9	 24.7	  0.7	      	     	      	      	     	
  463	P2 	3	2	 8	1	 29.4	 -6.3	      	       	-15.20	 0.02	 125.4	   0.9	 22.9	  0.7	      	     	      	      	     	
  463	P2 	3	2	 9	1	 34.3	  2.1	      	       	-15.40	 0.02	 144.4	   1.0	 19.1	  0.8	      	     	      	      	     	
  463	P2 	3	2	15	1	 24.4	-14.8	      	       	-15.43	 0.03	  92.6	   1.2	 21.1	  1.0	      	     	      	      	     	
  463	P2 	3	2	17	1	 19.5	 27.4	      	       	-15.97	 0.07	 124.8	   3.3	 20.7	  2.7	      	     	      	      	     	
  463	P2 	3	2	18	3	  4.7	 19.0	      	       	-14.90	 0.01	  91.9	   0.3	 20.1	  0.3	-15.32	 0.03	  94.9	   2.3	 39.2	  1.8
  463	P2 	3	2	19	1	  9.7	 27.4	      	       	-15.13	 0.01	 107.5	   0.6	 20.3	  0.5	      	     	      	      	     	
  463	P2 	3	2	20	1	 14.6	 19.0	      	       	-15.14	 0.01	 129.2	   0.7	 22.0	  0.5	      	     	      	      	     	
  463	P2 	3	2	21	3	  9.7	 10.6	      	       	-14.70	 0.01	 124.8	   0.3	 22.0	  0.2	-15.28	 0.03	 132.5	   3.7	 52.7	  3.0
  463	P2 	3	2	23	3	 14.6	  2.1	      	       	-14.42	 0.00	 133.4	   0.2	 20.7	  0.1	-14.83	 0.01	 128.8	   1.0	 37.9	  0.8
  463	P2 	3	2	24	3	 14.6	-14.8	      	       	-14.49	 0.00	  78.3	   0.2	 24.7	  0.2	-14.71	 0.01	  68.2	   0.8	 47.7	  0.6
  463	P2 	3	2	25	3	  4.7	-14.8	      	       	-14.28	 0.00	  27.0	   0.1	 24.9	  0.1	-14.86	 0.01	  38.8	   1.6	 56.9	  1.3
  463	P2 	3	2	26	3	  4.7	 -3.5	      	       	-14.58	 0.00	  68.8	   0.2	 24.3	  0.2	-14.73	 0.01	  62.8	   0.6	 39.3	  0.5
  463	P2 	3	2	27	1	 19.5	 10.6	      	       	-15.70	 0.05	 141.0	   2.6	 23.1	  2.1	      	     	      	      	     	
  463	P2 	3	2	28	1	 19.5	 -6.3	      	       	-14.78	 0.01	 115.6	   0.3	 22.0	  0.3	      	     	      	      	     	
  463	P2 	3	2	31	3	 -0.2	-12.0	      	       	-14.90	 0.01	   2.0	   0.4	 20.9	  0.3	-15.20	 0.02	 -10.2	   1.4	 33.1	  1.1
  463	P2 	3	2	33	7	  9.7	-23.2	      	       	-16.03	 0.09	  30.2	   5.0	 24.7	  4.0	      	     	      	      	     	
  463	P2 	3	2	35	7	 19.5	-40.1	      	       	-16.11	 0.09	  36.4	   3.7	 18.3	  3.0	      	     	      	      	     	
  463	P2 	3	2	38	1	 -0.2	 27.4	      	       	-15.63	 0.03	  78.1	   1.1	 18.1	  0.8	      	     	      	      	     	
  463	P2 	3	2	39	1	-10.0	 27.4	      	       	-15.23	 0.01	  48.3	   0.6	 21.5	  0.5	      	     	      	      	     	
  463	P2 	3	2	40	3	 -5.1	 19.0	      	       	-14.65	 0.00	  55.5	   0.2	 22.0	  0.2	-15.34	 0.03	  44.2	   2.9	 46.5	  2.2
  463	P2 	3	2	41	3	  4.7	  2.1	      	       	-14.53	 0.00	  97.1	   0.2	 22.0	  0.2	-14.88	 0.01	  88.5	   1.1	 41.3	  0.9
  463	P2 	3	2	42	1	 -0.2	 10.6	      	       	-14.61	 0.00	  68.9	   0.2	 24.7	  0.2	      	     	      	      	     	
  463	P2 	3	2	43	3	 -5.1	 -3.5	      	       	-14.48	 0.00	 -40.6	   0.2	 21.1	  0.1	-14.96	 0.02	 -36.7	   1.6	 47.1	  1.3
  463	P2 	3	2	44	3	 -0.2	  4.9	      	       	-14.30	 0.00	  42.9	   0.2	 26.8	  0.1	-14.78	 0.01	  37.2	   1.1	 49.5	  0.8
  463	P2 	3	2	45	3	-10.0	 -6.3	      	       	-14.72	 0.01	 -53.5	   0.2	 18.7	  0.2	-15.15	 0.02	 -49.2	   1.3	 35.7	  1.0
  463	P2 	3	2	46	1	  4.7	 -9.1	      	       	-15.05	 0.01	  34.0	   0.6	 26.5	  0.5	      	     	      	      	     	
  463	P2 	3	2	47	4	 -0.2	 -0.7	      	       	-14.03	 0.00	 -26.1	   0.3	 34.0	  0.2	-14.06	 0.00	  52.1	   0.4	 38.9	  0.3
  463	P2 	3	2	48	3	 -0.2	-17.6	      	       	-14.73	 0.01	  -1.0	   0.2	 21.4	  0.2	-15.14	 0.02	  -7.0	   1.5	 42.0	  1.2
  463	P2 	3	2	49	1	 -5.1	-31.7	      	       	-15.83	 0.05	 -11.7	   2.5	 22.6	  2.1	      	     	      	      	     	
  463	P2 	3	2	50	1	-10.0	-40.1	      	       	-15.81	 0.05	 -29.9	   2.7	 24.4	  2.2	      	     	      	      	     	
  463	P2 	3	2	51	1	 -5.1	-14.8	      	       	-14.71	 0.01	 -20.6	   0.3	 25.0	  0.2	      	     	      	      	     	
  463	P2 	3	2	52	1	 -0.2	 -6.3	      	       	-14.33	 0.00	   8.1	   0.2	 31.6	  0.1	      	     	      	      	     	
  463	P2 	3	2	53	1	 -0.2	-40.1	      	       	-15.83	 0.05	   0.6	   2.2	 19.0	  1.8	      	     	      	      	     	
  463	P2 	3	2	55	1	-24.8	 19.0	      	       	-15.71	 0.04	 -12.8	   1.6	 19.8	  1.3	      	     	      	      	     	
  463	P2 	3	2	56	3	-10.0	 10.6	      	       	-14.52	 0.00	  -0.1	   0.2	 21.9	  0.1	-15.12	 0.02	 -11.2	   2.2	 50.8	  1.7
  463	P2 	3	2	58	3	-15.0	 19.0	      	       	-14.55	 0.00	  14.0	   0.2	 21.2	  0.1	-15.09	 0.02	  21.1	   1.8	 46.0	  1.4
  463	P2 	3	2	59	7	-34.7	 19.0	      	       	-16.11	 0.09	 -28.9	   3.2	 16.5	  2.6	      	     	      	      	     	
  463	P2 	3	2	60	3	-19.9	 10.6	      	       	-15.07	 0.01	 -37.6	   0.4	 16.8	  0.3	-15.13	 0.02	 -32.3	   1.0	 31.8	  0.8
  463	P2 	3	2	62	1	 -5.1	  2.1	      	       	-14.25	 0.00	 -10.3	   0.2	 29.9	  0.1	      	     	      	      	     	
  463	P2 	3	2	63	2	-15.0	  2.1	      	       	-14.70	 0.01	 -34.7	   0.2	 19.7	  0.2	-15.06	 0.02	 -35.6	   1.4	 42.1	  1.1
  463	P2 	3	2	64	4	-15.0	-14.8	      	       	-15.21	 0.01	 -43.7	   0.5	 18.1	  0.4	-15.17	 0.02	 -52.1	   1.3	 35.8	  1.0
  463	P2 	3	2	65	1	-24.8	  2.1	      	       	-15.39	 0.02	 -55.1	   1.1	 22.9	  0.9	      	     	      	      	     	
  463	P2 	3	2	66	1	 -5.1	 -9.1	      	       	-14.97	 0.01	 -30.3	   0.6	 25.6	  0.5	      	     	      	      	     	
  463	P2 	3	2	67	1	-15.0	-31.7	      	       	-15.24	 0.01	 -34.4	   0.6	 19.2	  0.5	      	     	      	      	     	
  463	P2 	3	2	68	3	-19.9	-23.2	      	       	-14.97	 0.01	 -56.9	   0.3	 17.9	  0.3	-15.20	 0.02	 -66.2	   1.6	 39.3	  1.3
  463	P2 	3	2	71	1	-10.0	-23.2	      	       	-15.02	 0.01	 -24.7	   0.6	 23.8	  0.5	      	     	      	      	     	
  463	P2 	3	2	73	7	-29.7	 -6.3	      	       	-15.96	 0.10	 -66.1	   5.1	 24.8	  4.2	      	     	      	      	     	
  463	P2 	3	2	75	1	-29.7	 10.6	      	       	-14.78	 0.01	 -45.1	   0.3	 22.7	  0.2	      	     	      	      	     	
  463	P2 	3	2	76	3	-34.7	  2.1	      	       	-14.99	 0.01	 -52.9	   0.4	 17.3	  0.3	-15.33	 0.03	 -42.2	   2.8	 38.4	  2.2
  463	P2 	3	2	79	1	 -0.2	-23.2	      	       	-14.93	 0.01	  -2.2	   0.6	 23.4	  0.5	      	     	      	      	     	
  463	R1 	5	2	 1	1	  9.2	 -6.6	   5.9	    5.9	-15.01	 0.02	  57.0	   0.9	 21.5	  0.7	      	     	      	      	     	
