#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:23:08 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:23:08	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/219/4/table7&-out=Name,Mod,Nc,Q,C,Fn,f1,mag1,q1,Re,n,f3,mag3,q3,hr3,mu03&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_219_4_table7:
#Name: J/ApJS/219/4/table7
#Title: *Parameters of final multicomponent decompositions
#Column	Name	(a10)	Galaxy name	[ucd=meta.id]
#Column	Mod	(a8)	Type of final decomposition model (1)	[ucd=meta.note]
#Column	Nc	(I1)	[1/4] Number of components in the model (1-4)	[ucd=meta.number]
#Column	Q	(I1)	[3/5] Quality flag, 5=most reliable (2)	[ucd=meta.code.qual]
#Column	C	(a7)	Phsical interpretation of the component (1)	[ucd=meta.id;stat.fit]
#Column	Fn	(A8)	The GALFIT function used for the component (sersic, edgedisk, expdisk, ferrer2 or psf)	[ucd=meta.id;stat.fit]
#Column	f1	(F6.3)	[0.006/1]? "sersic" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag1	(F6.3)	[7/19.4]? "sersic" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q1	(F6.3)	[0.1/1]? "sersic" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	Re	(F6.2)	[0.004/430]? "sersic" effective radius (R_e_)	[ucd=phys.angSize]
#Column	n	(F6.3)	[0.01/20]? "sersic" parameter n	[ucd=stat.fit.param]
#Column	f3	(F6.3)	[0.02/1]? "expdisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag3	(F6.3)	[6.5/18.1]? "expdisk" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q3	(F6.3)	[0.1/1]? "expdisk" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	hr3	(F6.2)	[0.7/332]? "expdisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	mu03	(F6.3)	[16.4/25.3]? "expdisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
Name	Mod	Nc	Q	C	Fn	f1	mag1	q1	Re	n	f3	mag3	q3	hr3	mu03
IC5269A   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.057	17.349	 0.704	  3.56	22.102
IC5269B   	_dd     	2	5	D      	sersic  	 0.109	15.112	 0.414	 18.56	 1.361	      	      	      	      	
IC5269B   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.891	12.825	 0.210	 36.50	22.632
IC5269C   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.936	13.795	 0.424	 23.39	22.636
IC5269C   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
IC5270    	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.960	11.888	 0.283	 15.32	19.809
IC5270    	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
IC5271    	_bd     	2	5	B      	sersic  	 0.040	14.292	 0.695	  1.44	 1.282	      	      	      	      	
IC5271    	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.960	10.838	 0.380	 19.00	19.228
IC5273    	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.964	11.172	 0.716	 23.65	20.037
IC5273    	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
IC5321    	_dd     	2	5	D      	sersic  	 0.173	15.402	 0.858	  6.57	 1.002	      	      	      	      	
IC5321    	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.827	13.702	 0.589	 13.93	21.418
IC5325    	_bd     	2	5	B      	sersic  	 0.025	14.808	 0.518	  4.18	 3.484	      	      	      	      	
IC5325    	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.975	10.847	 0.883	 19.80	19.326
IC5332    	_bd     	2	5	B      	sersic  	 0.040	14.026	 0.492	 22.51	 1.000	      	      	      	      	
IC5332    	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.960	10.577	 0.892	 65.25	21.645
IC5333    	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
IC5334    	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	 0.372	13.651	 0.362	  2.55	17.681
IC5334    	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	 0.563	13.196	 0.362	 14.50	20.999
IC5334    	_ddn    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC0007   	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC0014   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.388	13.300	 0.844	 11.18	20.538
NGC0014   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.612	12.783	 0.844	 38.62	22.712
NGC0024   	_ddbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.873	11.463	 0.257	 39.47	21.440
NGC0024   	_ddbar  	3	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0024   	_ddbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0045   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.094	12.909	 0.825	 27.09	22.068
NGC0045   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.906	10.343	 0.825	108.15	22.509
NGC0055   	_dd     	2	5	D      	sersic  	 0.205	 9.705	 0.355	127.48	 0.884	      	      	      	      	
NGC0055   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.795	 8.204	 0.191	331.74	22.804
NGC0059   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.987	12.712	 0.547	 16.62	20.811
NGC0059   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC0063   	_bd     	2	5	B      	sersic  	 0.143	13.834	 0.453	  1.71	 2.439	      	      	      	      	
NGC0063   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.857	11.889	 0.648	 10.52	18.993
NGC0100   	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC0100   	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC0115   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.884	13.623	 0.366	 18.40	21.942
NGC0115   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.116	15.831	 0.507	  4.51	21.096
NGC0131   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.939	12.982	 0.361	 12.04	20.380
NGC0131   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0134   	_bd     	2	5	B      	sersic  	 0.074	12.098	 0.567	  7.23	 6.123	      	      	      	      	
NGC0134   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.927	 9.353	 0.280	 41.93	19.461
NGC0148   	_bd     	2	5	B      	sersic  	 0.326	12.906	 0.548	  3.18	 1.616	      	      	      	      	
NGC0148   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.674	12.117	 0.389	 12.20	19.543
NGC0150   	_bdbarf 	3	5	B      	sersic  	 0.092	13.383	 0.435	  1.20	 2.069	      	      	      	      	
NGC0150   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.868	10.949	 0.510	 25.86	20.007
NGC0150   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0157   	_bd     	2	5	B      	sersic  	 0.021	14.124	 0.711	  2.00	 1.386	      	      	      	      	
NGC0157   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.979	 9.936	 0.669	 32.26	19.475
NGC0178   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.871	13.204	 0.517	 14.34	20.981
NGC0178   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0178   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC0210   	_bdbar  	3	5	B      	sersic  	 0.291	11.965	 0.811	  5.22	 1.423	      	      	      	      	
NGC0210   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.495	11.346	 0.649	 54.11	22.007
NGC0210   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0216   	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.919	13.131	 0.394	 11.95	20.514
NGC0216   	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0244   	_dd     	2	3	D      	sersic  	 0.399	14.479	 0.910	  7.65	 0.708	      	      	      	      	
NGC0244   	_dd     	2	3	D      	expdisk 	      	      	      	      	      	 0.601	14.026	 0.915	 10.25	21.075
NGC0247   	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.966	 8.979	 0.251	223.09	22.717
NGC0247   	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0253   	_bd     	2	5	B      	sersic  	 0.283	 7.508	 0.586	103.93	 3.872	      	      	      	      	
NGC0253   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.720	 6.502	 0.193	185.12	19.835
NGC0254   	_bdbar  	3	5	B      	sersic  	 0.333	12.428	 0.673	  4.86	 3.701	      	      	      	      	
NGC0254   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.504	11.977	 0.662	 26.04	21.051
NGC0254   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0255   	_ndbar  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC0255   	_ndbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.957	12.179	 0.912	 15.52	20.128
NGC0255   	_ndbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0274   	_bd     	2	4	B      	sersic  	 0.399	12.814	 0.864	  3.60	 3.071	      	      	      	      	
NGC0274   	_bd     	2	4	D      	expdisk 	      	      	      	      	      	 0.601	12.367	 0.932	 11.96	19.751
NGC0289   	_ndbar  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC0289   	_ndbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.918	10.599	 0.682	 18.97	18.985
NGC0289   	_ndbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0298   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.863	13.895	 0.490	 10.19	20.930
NGC0298   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0300   	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	 8.336	 0.709	152.16	21.243
NGC0337   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.892	11.500	 0.713	 20.16	20.017
NGC0337   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0337A  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.926	12.531	 0.834	 43.12	22.700
NGC0337A  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0360   	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC0406   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0406   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.870	12.520	 0.494	 21.83	21.211
NGC0428   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.925	11.762	 0.869	 25.84	20.819
NGC0428   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0428   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC0450   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.947	12.324	 0.736	 26.00	21.395
NGC0450   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0470   	_bd     	2	5	B      	sersic  	 0.217	12.862	 0.391	  2.78	 0.761	      	      	      	      	
NGC0470   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.783	11.464	 0.530	 20.62	20.031
NGC0473   	_bdd    	3	5	B      	sersic  	 0.103	14.529	 0.689	  1.99	 1.443	      	      	      	      	
NGC0473   	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.676	12.487	 0.667	 12.61	19.986
NGC0473   	_bdd    	3	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0474   	_bd     	2	4	B      	sersic  	 0.470	11.905	 0.855	  9.04	 3.621	      	      	      	      	
NGC0474   	_bd     	2	4	D      	expdisk 	      	      	      	      	      	 0.530	11.771	 0.920	 27.16	20.936
NGC0485   	_ddbar  	3	5	D      	sersic  	 0.414	14.023	 0.288	 23.33	 0.203	      	      	      	      	
NGC0485   	_ddbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.535	13.743	 0.390	 14.92	21.607
NGC0485   	_ddbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0488   	_bd     	2	5	B      	sersic  	 0.150	11.625	 0.770	  9.53	 2.303	      	      	      	      	
NGC0488   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.850	 9.744	 0.845	 34.17	19.407
NGC0489   	_bd     	2	5	B      	sersic  	 0.102	14.703	 0.945	  1.54	 0.584	      	      	      	      	
NGC0489   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.898	12.341	 0.265	  6.90	18.530
NGC0493   	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	12.329	 0.298	 24.25	21.248
NGC0514   	_bd     	2	5	B      	sersic  	 0.026	15.506	 0.926	  2.34	 1.168	      	      	      	      	
NGC0514   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.974	11.556	 0.662	 27.63	20.758
NGC0518   	_bd     	2	5	B      	sersic  	 0.219	13.988	 0.404	  2.65	 1.102	      	      	      	      	
NGC0518   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.781	12.605	 0.343	 15.29	20.522
NGC0522   	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC0522   	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC0532   	_bd     	2	5	B      	sersic  	 0.098	13.875	 0.570	  2.82	 1.875	      	      	      	      	
NGC0532   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.902	11.467	 0.282	 26.50	20.578
NGC0578   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.952	11.041	 0.536	 36.04	20.820
NGC0578   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0578   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC0584   	_bd     	2	4	B      	sersic  	 0.859	10.025	 0.634	 28.41	 3.963	      	      	      	      	
NGC0584   	_bd     	2	4	D      	expdisk 	      	      	      	      	      	 0.141	12.012	 0.766	 30.10	21.400
NGC0600   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.928	12.569	 0.925	 22.02	21.279
NGC0600   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0613   	_bdbarf 	3	5	B      	sersic  	 0.130	11.609	 0.573	  5.67	 0.799	      	      	      	      	
NGC0613   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.746	 9.710	 0.779	 45.16	19.979
NGC0613   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0615   	_bdbar  	3	5	B      	sersic  	 0.201	12.819	 0.621	  2.78	 2.230	      	      	      	      	
NGC0615   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.625	11.586	 0.407	 23.19	20.408
NGC0615   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0625   	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	11.297	 0.373	 35.01	21.013
NGC0628   	_bd     	2	5	B      	sersic  	 0.065	12.012	 0.915	 16.25	 1.242	      	      	      	      	
NGC0628   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.935	 9.117	 0.858	 69.34	20.318
NGC0658   	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	 0.599	12.661	 0.587	  6.77	18.808
NGC0658   	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	 0.381	13.140	 0.587	 25.00	22.124
NGC0658   	_ddn    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC0660   	_bdd    	3	3	B      	sersic  	 0.165	11.454	 0.476	  3.29	 0.747	      	      	      	      	
NGC0660   	_bdd    	3	3	D      	expdisk 	      	      	      	      	      	 0.233	11.073	 0.431	 64.86	22.128
NGC0660   	_bdd    	3	3	D      	expdisk 	      	      	      	      	      	 0.602	10.044	 0.243	 17.54	18.259
NGC0672   	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.942	10.981	 0.457	 49.67	21.457
NGC0672   	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0676   	_bd     	2	5	B      	sersic  	 0.307	11.965	 0.621	  2.44	 4.439	      	      	      	      	
NGC0676   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.693	11.083	 0.327	 18.96	19.467
NGC0678   	_bz     	2	4	B      	sersic  	 0.748	11.368	 0.474	 15.62	 3.194	      	      	      	      	
NGC0678   	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC0680   	_bd     	2	4	B      	sersic  	 0.790	11.312	 0.748	 17.52	 6.298	      	      	      	      	
NGC0680   	_bd     	2	4	D      	expdisk 	      	      	      	      	      	 0.210	12.825	 0.970	 17.01	20.974
NGC0681   	_halozn 	3	4	HALO   	sersic  	 0.743	11.246	 0.737	 42.18	 2.402	      	      	      	      	
NGC0681   	_halozn 	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC0681   	_halozn 	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC0685   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.961	11.349	 0.774	 38.58	21.276
NGC0685   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0691   	_bd     	2	5	B      	sersic  	 0.170	13.077	 0.733	 12.18	 3.179	      	      	      	      	
NGC0691   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.830	11.356	 0.744	 27.92	20.581
NGC0693   	_bz     	2	4	B      	sersic  	 0.567	12.300	 0.367	 26.67	 1.312	      	      	      	      	
NGC0693   	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC0701   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.891	11.649	 0.521	 14.68	19.478
NGC0701   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0718   	_bdbar  	3	5	B      	sersic  	 0.247	12.677	 0.799	  3.45	 3.296	      	      	      	      	
NGC0718   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.632	11.652	 0.846	 23.42	20.495
NGC0718   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0723   	_dd     	2	5	D      	sersic  	 0.268	14.150	 0.891	 13.54	 0.129	      	      	      	      	
NGC0723   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.732	13.058	 0.967	  6.45	19.100
NGC0755   	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.970	12.553	 0.370	 16.72	20.664
NGC0755   	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0772   	_bdd    	3	5	B      	sersic  	 0.045	13.055	 0.690	  3.18	 3.811	      	      	      	      	
NGC0772   	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.199	11.432	 0.871	 11.00	18.635
NGC0772   	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.756	 9.980	 0.679	 45.01	20.243
NGC0779   	_bd     	2	5	B      	sersic  	 0.088	13.259	 0.800	  4.22	 2.208	      	      	      	      	
NGC0779   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.912	10.712	 0.337	 21.76	19.395
NGC0784   	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	12.165	 0.240	 57.57	22.961
NGC0803   	_bdbarf 	3	5	B      	sersic  	 0.012	16.984	 0.508	  0.77	 0.406	      	      	      	      	
NGC0803   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.973	12.230	 0.387	 17.12	20.394
NGC0803   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0814   	_bd     	2	4	B      	sersic  	 0.863	13.330	 0.388	 20.36	 8.121	      	      	      	      	
NGC0814   	_bd     	2	4	D      	expdisk 	      	      	      	      	      	 0.137	15.481	 0.423	  6.86	21.659
NGC0855   	_bd     	2	5	B      	sersic  	 0.372	13.383	 0.487	  9.48	 1.403	      	      	      	      	
NGC0855   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.628	12.814	 0.450	 21.97	21.519
NGC0864   	_bdbarf 	3	5	B      	sersic  	 0.027	14.847	 0.933	  1.25	 1.654	      	      	      	      	
NGC0864   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.930	11.008	 0.683	 34.81	20.712
NGC0864   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0865   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.981	12.621	 0.342	  9.17	19.429
NGC0865   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC0895   	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	 0.902	11.696	 0.716	 26.99	20.848
NGC0895   	_ddn    	3	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0895   	_ddn    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC0899   	_dd     	2	5	B      	sersic  	 0.095	15.333	 0.622	 10.44	 0.440	      	      	      	      	
NGC0899   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.905	12.879	 0.743	 10.82	20.044
NGC0907   	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.899	12.397	 0.295	 19.03	20.789
NGC0907   	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0908   	_bd     	2	5	B      	sersic  	 0.049	13.013	 0.547	  3.33	 1.375	      	      	      	      	
NGC0908   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.951	 9.762	 0.529	 35.59	19.514
NGC0918   	_bd     	2	5	B      	sersic  	 0.008	16.338	 0.440	  4.09	 0.466	      	      	      	      	
NGC0918   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.992	11.157	 0.586	 31.52	20.646
NGC0936   	_bdbar  	3	5	B      	sersic  	 0.195	11.275	 0.839	  7.80	 1.897	      	      	      	      	
NGC0936   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.697	 9.888	 0.739	 43.56	20.079
NGC0936   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0941   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.883	12.679	 0.717	 19.36	21.109
NGC0941   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0941   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC0955   	_bzz    	3	5	B      	sersic  	 0.138	13.459	 0.656	  3.00	 1.829	      	      	      	      	
NGC0955   	_bzz    	3	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC0955   	_bzz    	3	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC0986   	_bdbarf 	3	5	B      	sersic  	 0.179	12.228	 0.724	  4.02	 1.142	      	      	      	      	
NGC0986   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.644	10.835	 0.899	 29.94	20.212
NGC0986   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0986A  	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.363	 0.404	 17.72	22.600
NGC0988   	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.974	11.092	 0.376	 39.79	21.086
NGC0988   	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0991   	_ndbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.973	12.133	 0.946	 24.26	21.053
NGC0991   	_ndbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC0991   	_ndbar  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1015   	_bdbar  	3	5	B      	sersic  	 0.209	13.508	 0.872	  4.10	 1.658	      	      	      	      	
NGC1015   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.673	12.231	 0.861	 24.09	21.136
NGC1015   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1022   	_bdbar  	3	5	B      	sersic  	 0.278	12.269	 0.702	  2.68	 2.733	      	      	      	      	
NGC1022   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.647	11.345	 0.930	 20.74	19.924
NGC1022   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1032   	_bzn    	3	4	B      	sersic  	 0.704	11.227	 0.579	 18.67	 3.491	      	      	      	      	
NGC1032   	_bzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC1032   	_bzn    	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1035   	_d      	1	5	D      	sersic  	 1.000	11.475	 0.401	 32.64	 1.034	      	      	      	      	
NGC1036   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.821	13.240	 0.854	 10.80	20.403
NGC1036   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1042   	_nbd    	3	5	B      	sersic  	 0.020	15.133	 0.852	  4.94	 0.862	      	      	      	      	
NGC1042   	_nbd    	3	5	D      	expdisk 	      	      	      	      	      	 0.974	10.920	 0.779	 47.16	21.283
NGC1042   	_nbd    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
