#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:44:51 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:44:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/480/2292/table1b&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74802292
#Name: J/MNRAS/480/2292
#Title: Quantifying maximum discs in galaxies (Starkman+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/mnras/480/2292	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/480/2292	    IVOID of underlying data collection
#INFO	creator=Starkman N.	    First author or institution
#INFO	cites=bibcode:2018MNRAS.480.2292S	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/480/2292	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74802292	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_480_2292_table1b:
#Name: J/MNRAS/480/2292/table1b
#Title: SPARC: Mass Models for 175 Disk Galaxies with Spitzer Photometry and Accurate Rotation Curves (Mass Models Supplement)
#Column	ID	(a11)	Galaxy identifier	[ucd=meta.id;meta.main]
#Column	R	(F6.2)	Galactocentric radius	[ucd=pos.distance;pos.galactocentric]
#Column	Vobs	(F6.2)	Observed circular velocity	[ucd=phys.veloc]
#Column	e_Vobs	(F5.2)	Uncertainty in Vobs (1)	[ucd=stat.error]
#Column	Vgas	(F6.2)	Gas velocity contribution (2)	[ucd=phys.veloc]
#Column	Vdisk	(F7.3)	Disk velocity contribution (3)	[ucd=phys.veloc]
#Column	e_Vdisk	(F6.3)	Uncertainty in Vdisk	[ucd=stat.error]
#Column	SBdisk	(F8.3)	Disk surface brightness	[ucd=phot.flux.sb]
#Column	e_SBdisk	(F7.3)	Disk surface brightness	[ucd=stat.error]
#Column	Vbul	(F7.3)	Bulge velocity contribution (3)	[ucd=phys.veloc]
#Column	SBbul	(F9.3)	Bulge surface brightness	[ucd=phot.flux.sb]
#Column	Vbar	(F7.3)	Total baryonic velocity (3)	[ucd=phys.veloc]
#Column	e_Vbar	(F6.3)	Total baryonic velocity	[ucd=stat.error]
ID	R	Vobs	e_Vobs	Vgas	Vdisk	e_Vdisk	SBdisk	e_SBdisk	Vbul	SBbul	Vbar	e_Vbar
UGC07524   	  1.03	 29.20	 3.26	 -2.04	 29.271	 0.000	  65.011	  0.000	  0.000	    0.000	 29.200	 0.000
UGC07524   	  1.38	 32.90	 3.73	 -1.72	 31.069	 0.000	  55.847	  0.000	  0.000	    0.000	 31.021	 0.000
UGC07524   	  1.72	 37.80	 3.41	  3.47	 33.084	 0.000	  52.463	  0.000	  0.000	    0.000	 33.266	 0.000
UGC07524   	  2.07	 42.00	 3.12	  3.53	 36.462	 0.000	  45.169	  0.000	  0.000	    0.000	 36.633	 0.000
UGC07524   	  2.41	 45.10	 2.92	  4.13	 38.883	 0.000	  41.470	  0.000	  0.000	    0.000	 39.102	 0.000
UGC07524   	  2.76	 47.60	 2.79	  6.88	 42.015	 0.000	  36.468	  0.000	  0.000	    0.000	 42.574	 0.000
UGC07524   	  3.10	 52.30	 2.78	  9.39	 43.581	 0.000	  31.423	  0.000	  0.000	    0.000	 44.581	 0.000
UGC07524   	  3.45	 57.30	 2.78	 11.99	 44.784	 0.000	  25.307	  0.000	  0.000	    0.000	 46.361	 0.000
UGC07524   	  3.79	 61.40	 2.93	 14.78	 45.146	 0.000	  24.781	  0.000	  0.000	    0.000	 47.504	 0.000
UGC07524   	  4.14	 64.50	 3.42	 16.87	 46.509	 0.000	  22.805	  0.000	  0.000	    0.000	 49.474	 0.000
UGC07524   	  4.48	 66.40	 4.53	 18.27	 47.509	 0.000	  19.989	  0.000	  0.000	    0.000	 50.901	 0.000
UGC07524   	  4.82	 66.90	 5.46	 19.32	 47.872	 0.000	  18.391	  0.000	  0.000	    0.000	 51.623	 0.000
UGC07524   	  5.17	 69.40	 4.77	 19.78	 49.090	 0.000	  17.782	  0.000	  0.000	    0.000	 52.925	 0.000
UGC07524   	  5.51	 70.20	 4.44	 19.55	 49.829	 0.000	  14.566	  0.000	  0.000	    0.000	 53.527	 0.000
UGC07524   	  5.86	 70.90	 4.24	 19.78	 49.510	 0.000	  13.347	  0.000	  0.000	    0.000	 53.315	 0.000
UGC07524   	  6.20	 72.30	 4.38	 20.48	 49.815	 0.000	  13.200	  0.000	  0.000	    0.000	 53.860	 0.000
UGC07524   	  6.55	 73.90	 3.51	 21.53	 50.424	 0.000	  12.338	  0.000	  0.000	    0.000	 54.828	 0.000
UGC07524   	  6.89	 75.00	 3.22	 22.81	 50.945	 0.000	  11.518	  0.000	  0.000	    0.000	 55.819	 0.000
UGC07524   	  7.25	 75.50	 3.23	 24.09	 51.583	 0.000	  10.846	  0.000	  0.000	    0.000	 56.931	 0.000
UGC07524   	  7.58	 77.10	 2.98	 25.37	 52.337	 0.000	  10.194	  0.000	  0.000	    0.000	 58.162	 0.000
UGC07524   	  7.94	 77.00	 2.79	 26.77	 53.178	 0.000	   9.290	  0.000	  0.000	    0.000	 59.536	 0.000
UGC07524   	  8.27	 77.00	 2.82	 28.28	 53.802	 0.000	   8.429	  0.000	  0.000	    0.000	 60.781	 0.000
UGC07524   	  8.63	 78.20	 2.93	 29.91	 54.352	 0.000	   7.483	  0.000	  0.000	    0.000	 62.039	 0.000
UGC07524   	  8.97	 79.60	 3.14	 31.07	 54.744	 0.000	   6.600	  0.000	  0.000	    0.000	 62.946	 0.000
UGC07524   	  9.30	 80.30	 3.39	 32.12	 55.063	 0.000	   5.801	  0.000	  0.000	    0.000	 63.746	 0.000
UGC07524   	  9.66	 81.20	 3.66	 33.05	 55.266	 0.000	   4.960	  0.000	  0.000	    0.000	 64.394	 0.000
UGC07524   	  9.99	 82.30	 3.90	 33.75	 55.570	 0.000	   4.393	  0.000	  0.000	    0.000	 65.016	 0.000
UGC07524   	 10.35	 83.80	 4.10	 34.21	 56.484	 0.000	   3.973	  0.000	  0.000	    0.000	 66.036	 0.000
UGC07524   	 10.69	 79.00	 2.78	 34.56	 55.556	 0.000	   0.000	  0.000	  0.000	    0.000	 65.428	 0.000
UGC07125   	  1.44	 26.10	 3.30	  9.09	 31.430	 1.644	  67.829	  7.096	  0.000	    0.000	 32.718	 1.579
UGC07125   	  2.88	 43.00	 3.47	 16.12	 42.438	 2.220	  26.337	  2.755	  0.000	    0.000	 45.397	 2.075
UGC07125   	  4.33	 48.50	 2.35	 15.32	 45.253	 2.367	  13.805	  1.444	  0.000	    0.000	 47.776	 2.242
UGC07125   	  5.76	 52.50	 2.00	 18.34	 44.581	 2.332	   7.247	  0.758	  0.000	    0.000	 48.206	 2.157
UGC07125   	  7.20	 56.40	 2.05	 17.63	 42.917	 2.245	   4.480	  0.469	  0.000	    0.000	 46.397	 2.076
UGC07125   	  8.64	 58.50	 2.21	 22.27	 41.811	 2.187	   3.597	  0.376	  0.000	    0.000	 47.372	 1.930
UGC07125   	 10.08	 61.50	 2.10	 25.80	 41.162	 2.153	   2.182	  0.228	  0.000	    0.000	 48.579	 1.824
UGC07125   	 11.47	 64.60	 2.01	 29.52	 39.726	 2.078	   1.364	  0.143	  0.000	    0.000	 49.493	 1.668
UGC07125   	 13.00	 65.60	 2.12	 36.98	 38.404	 2.009	   0.636	  0.067	  0.000	    0.000	 53.314	 1.447
UGC07125   	 14.42	 65.40	 2.65	 38.39	 36.455	 1.907	   0.000	  0.000	  0.000	    0.000	 52.941	 1.313
UGC07125   	 15.84	 65.50	 3.05	 37.89	 33.424	 1.748	   0.000	  0.000	  0.000	    0.000	 50.525	 1.157
UGC07125   	 17.26	 65.10	 3.22	 39.00	 31.373	 1.641	   0.000	  0.000	  0.000	    0.000	 50.053	 1.029
UGC07125   	 18.68	 64.90	 3.48	 34.46	 29.800	 1.559	   0.000	  0.000	  0.000	    0.000	 45.558	 1.020
F574-2     	  2.17	 12.60	10.00	 -8.64	 16.287	 0.000	  10.889	  0.000	  0.000	    0.000	 13.806	 0.000
F574-2     	  4.32	 23.00	10.00	 -7.74	 20.530	 0.000	   5.589	  0.000	  0.000	    0.000	 19.015	 0.000
F574-2     	  6.49	 30.00	 8.00	 15.60	 25.625	 0.000	   3.851	  0.000	  0.000	    0.000	 30.000	 0.000
F574-2     	  8.65	 36.00	 8.00	 23.65	 25.957	 0.000	   2.363	  0.000	  0.000	    0.000	 35.115	 0.000
F574-2     	 10.83	 40.00	 8.00	 28.17	 27.374	 0.000	   1.545	  0.000	  0.000	    0.000	 39.279	 0.000
UGC06923   	  0.93	 40.50	 7.35	  9.26	 47.111	 5.555	 120.629	 28.448	  0.000	    0.000	 48.012	 5.451
UGC06923   	  1.94	 53.90	 5.90	 16.49	 51.316	 6.051	  44.572	 10.511	  0.000	    0.000	 53.900	 5.761
UGC06923   	  2.87	 73.00	 4.70	 21.98	 52.162	 6.151	  24.034	  5.668	  0.000	    0.000	 56.604	 5.668
UGC06923   	  3.72	 78.40	 3.90	 25.00	 51.930	 6.123	  13.735	  3.239	  0.000	    0.000	 57.634	 5.517
UGC06923   	  4.47	 79.30	 5.30	 28.23	 50.050	 5.902	   7.512	  1.772	  0.000	    0.000	 57.463	 5.140
UGC06923   	  5.16	 81.10	 5.10	 30.82	 48.264	 5.691	   4.760	  1.123	  0.000	    0.000	 57.265	 4.797
NGC0300    	  0.91	 33.10	 3.90	  0.00	 40.104	 0.000	 146.502	  0.000	  0.000	    0.000	 40.104	 0.000
NGC0300    	  1.36	 46.70	 2.70	  0.00	 47.712	 0.000	 108.865	  0.000	  0.000	    0.000	 47.712	 0.000
NGC0300    	  1.82	 53.90	 4.70	  0.00	 53.488	 0.000	  87.092	  0.000	  0.000	    0.000	 53.488	 0.000
NGC0300    	  2.27	 58.80	 2.50	  2.86	 58.730	 0.000	  67.796	  0.000	  0.000	    0.000	 58.800	 0.000
NGC0300    	  2.72	 65.60	 2.60	  7.40	 61.542	 0.000	  51.737	  0.000	  0.000	    0.000	 61.986	 0.000
NGC0300    	  3.17	 70.80	 2.70	  8.38	 63.336	 0.000	  40.001	  0.000	  0.000	    0.000	 63.888	 0.000
NGC0300    	  3.63	 82.10	 4.90	  8.42	 64.227	 0.000	  30.741	  0.000	  0.000	    0.000	 64.776	 0.000
NGC0300    	  4.08	 84.10	 6.60	  9.19	 64.443	 0.000	  23.764	  0.000	  0.000	    0.000	 65.095	 0.000
NGC0300    	  4.54	 83.40	 6.20	 12.00	 64.112	 0.000	  18.260	  0.000	  0.000	    0.000	 65.226	 0.000
NGC0300    	  4.99	 81.50	 2.70	 12.98	 63.413	 0.000	  14.116	  0.000	  0.000	    0.000	 64.727	 0.000
NGC0300    	  5.45	 80.80	 4.00	 13.57	 62.407	 0.000	  10.846	  0.000	  0.000	    0.000	 63.866	 0.000
NGC0300    	  5.90	 82.80	12.40	 15.44	 61.224	 0.000	   8.385	  0.000	  0.000	    0.000	 63.141	 0.000
NGC0300    	  6.36	 88.20	11.70	 20.16	 59.888	 0.000	   6.443	  0.000	  0.000	    0.000	 63.190	 0.000
NGC0300    	  6.81	 88.50	 8.50	 24.20	 58.501	 0.000	   4.986	  0.000	  0.000	    0.000	 63.309	 0.000
NGC0300    	  7.26	 88.40	 8.90	 27.05	 57.076	 0.000	   3.853	  0.000	  0.000	    0.000	 63.162	 0.000
NGC0300    	  7.71	 88.20	10.80	 28.23	 55.639	 0.000	   2.979	  0.000	  0.000	    0.000	 62.391	 0.000
NGC0300    	  8.17	 89.50	 3.10	 27.84	 54.188	 0.000	   2.283	  0.000	  0.000	    0.000	 60.921	 0.000
NGC0300    	  8.62	 89.70	 9.50	 26.95	 52.801	 0.000	   1.764	  0.000	  0.000	    0.000	 59.281	 0.000
NGC0300    	  9.07	 93.70	 7.30	 26.46	 51.465	 0.000	   1.360	  0.000	  0.000	    0.000	 57.869	 0.000
NGC0300    	  9.53	 97.00	 5.70	 26.26	 50.142	 0.000	   1.052	  0.000	  0.000	    0.000	 56.602	 0.000
NGC0300    	  9.96	 96.20	 1.50	 25.18	 48.984	 0.000	   0.826	  0.000	  0.000	    0.000	 55.077	 0.000
NGC0300    	 10.45	 94.80	 2.10	 24.10	 47.712	 0.000	   0.615	  0.000	  0.000	    0.000	 53.453	 0.000
NGC0300    	 10.93	 92.50	13.90	 23.02	 46.592	 0.000	   0.469	  0.000	  0.000	    0.000	 51.969	 0.000
NGC0300    	 11.32	 92.80	10.60	 22.03	 45.765	 0.000	   0.372	  0.000	  0.000	    0.000	 50.792	 0.000
NGC0300    	 11.80	 93.50	12.10	 21.74	 44.773	 0.000	   0.000	  0.000	  0.000	    0.000	 49.772	 0.000
NGC5585    	  0.09	 11.20	 2.02	  0.32	 10.265	 0.218	 429.070	 18.189	  0.000	    0.000	 10.270	 0.217
NGC5585    	  0.26	 26.50	 1.03	  0.96	 21.741	 0.461	 255.112	 10.815	  0.000	    0.000	 21.762	 0.460
NGC5585    	  0.43	 33.70	 1.03	  1.60	 28.520	 0.604	 175.261	  7.430	  0.000	    0.000	 28.564	 0.604
NGC5585    	  0.60	 32.70	 1.12	  2.25	 32.305	 0.685	 120.907	  5.125	  0.000	    0.000	 32.383	 0.683
NGC5585    	  0.77	 33.70	 1.03	  2.89	 34.911	 0.740	  96.725	  4.100	  0.000	    0.000	 35.031	 0.737
NGC5585    	  0.94	 35.70	 2.24	  3.55	 37.001	 0.784	  84.019	  3.562	  0.000	    0.000	 37.171	 0.781
NGC5585    	  1.11	 37.80	 3.35	  4.20	 38.777	 0.822	  65.758	  2.788	  0.000	    0.000	 39.004	 0.817
NGC5585    	  1.28	 41.80	 3.35	  4.86	 39.495	 0.837	  56.849	  2.410	  0.000	    0.000	 39.793	 0.831
NGC5585    	  1.46	 43.90	 2.14	  5.23	 40.488	 0.858	  51.371	  2.178	  0.000	    0.000	 40.824	 0.851
NGC5585    	  1.63	 44.90	 1.25	  5.36	 41.399	 0.877	  44.761	  1.897	  0.000	    0.000	 41.745	 0.870
NGC5585    	  2.05	 53.20	 1.60	  5.65	 43.538	 0.923	  35.650	  1.511	  0.000	    0.000	 43.903	 0.915
NGC5585    	  2.74	 64.30	 0.90	  9.45	 45.685	 0.968	  22.110	  0.937	  0.000	    0.000	 46.652	 0.948
NGC5585    	  3.42	 73.10	 2.40	 11.66	 45.862	 0.972	  15.012	  0.636	  0.000	    0.000	 47.321	 0.942
NGC5585    	  4.11	 76.20	 4.40	 15.23	 46.936	 0.995	   9.821	  0.416	  0.000	    0.000	 49.345	 0.946
NGC5585    	  4.79	 78.40	 3.80	 19.76	 45.919	 0.973	   5.601	  0.237	  0.000	    0.000	 49.990	 0.894
NGC5585    	  5.48	 83.10	 3.10	 23.04	 43.482	 0.922	   2.195	  0.093	  0.000	    0.000	 49.209	 0.814
NGC5585    	  6.16	 88.00	 3.00	 26.02	 40.964	 0.868	   0.925	  0.039	  0.000	    0.000	 48.529	 0.733
NGC5585    	  6.85	 89.90	 2.40	 27.47	 38.171	 0.809	   0.000	  0.000	  0.000	    0.000	 47.028	 0.657
NGC5585    	  7.53	 90.60	 2.80	 29.11	 35.420	 0.751	   0.000	  0.000	  0.000	    0.000	 45.847	 0.580
NGC5585    	  8.21	 91.60	 2.60	 31.03	 33.418	 0.708	   0.000	  0.000	  0.000	    0.000	 45.603	 0.519
NGC5585    	  8.90	 92.30	 1.40	 32.10	 31.772	 0.673	   0.000	  0.000	  0.000	    0.000	 45.165	 0.474
NGC5585    	  9.57	 90.90	 1.00	 32.38	 30.424	 0.645	   0.000	  0.000	  0.000	    0.000	 44.431	 0.442
NGC5585    	 10.31	 89.60	 2.70	 32.77	 29.141	 0.618	   0.000	  0.000	  0.000	    0.000	 43.853	 0.410
NGC5585    	 10.96	 89.40	 2.70	 32.48	 28.148	 0.597	   0.000	  0.000	  0.000	    0.000	 42.980	 0.391
F563-V2    	  0.28	 11.90	 7.89	  0.95	 12.686	 0.349	 282.878	 15.550	  0.000	    0.000	 12.722	 0.348
F563-V2    	  0.87	 34.80	 7.89	  2.93	 35.979	 0.989	 250.596	 13.775	  0.000	    0.000	 36.098	 0.986
F563-V2    	  1.46	 58.50	 8.68	  4.98	 55.742	 1.532	 212.117	 11.660	  0.000	    0.000	 55.964	 1.526
F563-V2    	  2.05	 81.50	14.20	  7.20	 71.712	 1.971	 163.861	  9.007	  0.000	    0.000	 72.073	 1.961
F563-V2    	  2.35	 91.80	17.50	  8.24	 76.913	 2.114	 138.069	  7.590	  0.000	    0.000	 77.353	 2.102
F563-V2    	  4.76	114.00	 8.68	 16.62	 91.904	 2.526	  44.928	  2.470	  0.000	    0.000	 93.395	 2.486
F563-V2    	  7.86	116.00	 8.68	 34.33	 83.950	 2.307	  12.521	  0.688	  0.000	    0.000	 90.698	 2.136
F563-V2    	  8.70	117.00	16.60	 39.57	 81.768	 2.247	   9.235	  0.508	  0.000	    0.000	 90.839	 2.023
F563-V2    	 10.18	118.00	51.90	 39.57	 77.729	 2.136	   5.574	  0.306	  0.000	    0.000	 87.222	 1.904
F563-V2    	 10.47	118.00	40.30	 39.57	 77.056	 2.118	   5.158	  0.284	  0.000	    0.000	 86.622	 1.884
UGC00634   	  4.51	 69.75	 4.15	 19.36	 96.789	14.378	  51.278	 15.235	  0.000	    0.000	 98.707	14.099
UGC00634   	  9.01	 97.70	 1.63	 33.73	 88.822	13.195	   9.901	  2.942	  0.000	    0.000	 95.010	12.335
UGC00634   	 13.51	108.00	 0.99	 39.28	 74.151	11.015	   1.576	  0.468	  0.000	    0.000	 83.913	 9.734
UGC00634   	 18.01	107.50	 2.32	 36.27	 62.765	 9.324	   0.000	  0.000	  0.000	    0.000	 72.492	 8.073
NGC0100    	  0.23	  6.81	 8.19	 -0.86	  9.764	 0.391	 145.414	 11.639	  0.000	    0.000	  9.726	 0.392
NGC0100    	  0.69	 20.00	 4.09	 -1.93	 24.000	 0.961	 116.553	  9.329	  0.000	    0.000	 23.922	 0.964
NGC0100    	  1.15	 33.00	 4.00	 -3.62	 35.036	 1.402	  94.788	  7.587	  0.000	    0.000	 34.848	 1.410
NGC0100    	  1.59	 42.70	 4.00	 -4.31	 42.134	 1.686	  71.361	  5.712	  0.000	    0.000	 41.913	 1.695
NGC0100    	  2.05	 49.90	 4.00	 -3.92	 47.152	 1.887	  55.682	  4.457	  0.000	    0.000	 46.989	 1.894
NGC0100    	  2.51	 55.50	 4.00	  3.21	 50.817	 2.034	  44.020	  3.523	  0.000	    0.000	 50.918	 2.030
NGC0100    	  2.97	 61.90	 4.00	  7.43	 53.634	 2.147	  33.784	  2.704	  0.000	    0.000	 54.146	 2.126
NGC0100    	  3.42	 67.90	 4.00	 10.05	 55.633	 2.227	  25.996	  2.081	  0.000	    0.000	 56.534	 2.191
NGC0100    	  3.88	 73.10	 4.00	 11.97	 55.613	 2.226	  16.413	  1.314	  0.000	    0.000	 56.887	 2.176
NGC0100    	  4.34	 76.10	 3.00	 13.61	 54.684	 2.189	  13.314	  1.066	  0.000	    0.000	 56.352	 2.124
NGC0100    	  4.79	 77.80	 5.34	 14.82	 53.836	 2.155	   9.950	  0.796	  0.000	    0.000	 55.839	 2.077
NGC0100    	  5.24	 79.00	 4.00	 15.70	 52.988	 2.121	   7.544	  0.604	  0.000	    0.000	 55.265	 2.033
NGC0100    	  5.70	 78.50	 5.60	 16.36	 51.413	 2.058	   5.148	  0.412	  0.000	    0.000	 53.953	 1.961
NGC0100    	  6.16	 79.80	 7.15	 16.58	 49.838	 1.995	   4.282	  0.343	  0.000	    0.000	 52.523	 1.893
NGC0100    	  7.16	 83.40	 5.12	 17.02	 46.889	 1.877	   2.416	  0.193	  0.000	    0.000	 49.883	 1.764
NGC0100    	  7.52	 84.60	 4.00	 17.46	 45.880	 1.836	   2.049	  0.164	  0.000	    0.000	 49.090	 1.716
NGC0100    	  7.98	 86.10	 5.53	 18.01	 44.668	 1.788	   1.641	  0.131	  0.000	    0.000	 48.162	 1.658
NGC0100    	  8.44	 87.50	10.20	 18.77	 43.527	 1.742	   1.295	  0.104	  0.000	    0.000	 47.402	 1.600
NGC0100    	  8.90	 89.00	 7.77	 19.76	 42.316	 1.694	   0.979	  0.078	  0.000	    0.000	 46.702	 1.534
NGC0100    	  9.35	 90.40	 5.16	 20.86	 41.114	 1.645	   0.856	  0.069	  0.000	    0.000	 46.103	 1.467
NGC0100    	  9.62	 91.20	13.70	 21.63	 40.508	 1.621	   0.846	  0.068	  0.000	    0.000	 45.921	 1.430
UGC05750   	  0.31	  3.10	 4.50	  1.00	  4.906	 0.538	  42.935	  9.423	  0.000	    0.000	  5.007	 0.527
UGC05750   	  1.47	 15.70	 8.50	  4.69	 20.193	 2.216	  30.888	  6.779	  0.000	    0.000	 20.731	 2.158
UGC05750   	  2.52	 28.00	10.00	  7.69	 25.911	 2.843	  23.742	  5.211	  0.000	    0.000	 27.028	 2.726
UGC05750   	  3.35	 36.00	11.00	  9.58	 29.702	 3.259	  17.961	  3.942	  0.000	    0.000	 31.209	 3.102
UGC05750   	  4.09	 43.60	 4.50	 11.47	 29.896	 3.281	  16.053	  3.523	  0.000	    0.000	 32.021	 3.063
UGC05750   	  4.82	 49.80	 4.50	 13.00	 32.525	 3.569	  16.948	  3.720	  0.000	    0.000	 35.027	 3.314
UGC05750   	  6.60	 61.50	 4.50	 16.38	 42.458	 4.659	  12.722	  2.792	  0.000	    0.000	 45.508	 4.347
UGC05750   	  7.86	 68.10	12.20	 18.53	 46.843	 5.140	  10.389	  2.280	  0.000	    0.000	 50.375	 4.780
UGC05750   	  9.43	 73.40	12.20	 20.89	 51.640	 5.667	   6.412	  1.407	  0.000	    0.000	 55.705	 5.253
UGC05750   	 11.43	 77.60	11.00	 23.34	 47.594	 5.223	   1.203	  0.264	  0.000	    0.000	 53.009	 4.689
UGC05750   	 22.85	 78.90	11.00	 36.96	 32.174	 3.530	   0.000	  0.000	  0.000	    0.000	 49.002	 2.318
NGC2976    	  0.11	  6.80	 3.62	  1.06	 10.151	 0.000	 288.084	  0.000	  0.000	    0.000	 10.206	 0.000
NGC2976    	  0.17	  9.50	 4.31	  1.76	 13.083	 0.000	 276.460	  0.000	  0.000	    0.000	 13.201	 0.000
NGC2976    	  0.24	 14.00	 3.11	  2.47	 16.540	 0.000	 253.843	  0.000	  0.000	    0.000	 16.723	 0.000
NGC2976    	  0.31	 19.80	 5.50	  2.93	 19.582	 0.000	 234.637	  0.000	  0.000	    0.000	 19.800	 0.000
NGC2976    	  0.38	 26.10	 3.90	  3.29	 22.260	 0.000	 220.062	  0.000	  0.000	    0.000	 22.501	 0.000
NGC2976    	  0.45	 28.70	 3.50	  3.99	 24.725	 0.000	 211.755	  0.000	  0.000	    0.000	 25.045	 0.000
NGC2976    	  0.52	 28.70	 2.70	  4.46	 27.276	 0.000	 205.925	  0.000	  0.000	    0.000	 27.638	 0.000
NGC2976    	  0.59	 31.70	 2.50	  4.93	 29.843	 0.000	 199.083	  0.000	  0.000	    0.000	 30.248	 0.000
NGC2976    	  0.66	 35.50	 2.30	  5.88	 32.207	 0.000	 191.228	  0.000	  0.000	    0.000	 32.740	 0.000
NGC2976    	  0.73	 39.40	 2.10	  6.93	 34.453	 0.000	 185.505	  0.000	  0.000	    0.000	 35.143	 0.000
NGC2976    	  0.80	 42.90	 2.30	  7.52	 36.741	 0.000	 179.539	  0.000	  0.000	    0.000	 37.502	 0.000
NGC2976    	  0.87	 46.00	 2.60	  8.45	 38.910	 0.000	 175.590	  0.000	  0.000	    0.000	 39.817	 0.000
NGC2976    	  0.94	 49.10	 3.10	  9.28	 41.316	 0.000	 176.287	  0.000	  0.000	    0.000	 42.346	 0.000
NGC2976    	  1.01	 49.20	 3.20	 10.11	 44.265	 0.000	 178.254	  0.000	  0.000	    0.000	 45.405	 0.000
NGC2976    	  1.08	 51.40	 3.20	 11.31	 47.290	 0.000	 170.794	  0.000	  0.000	    0.000	 48.624	 0.000
NGC2976    	  1.14	 57.20	 3.10	 13.04	 49.603	 0.000	 165.136	  0.000	  0.000	    0.000	 51.289	 0.000
NGC2976    	  1.21	 63.80	 2.90	 15.48	 52.493	 0.000	 164.311	  0.000	  0.000	    0.000	 54.728	 0.000
NGC2976    	  1.29	 67.80	 2.80	 17.62	 55.984	 0.000	 155.314	  0.000	  0.000	    0.000	 58.691	 0.000
NGC2976    	  1.35	 69.80	 3.30	 19.66	 58.365	 0.000	 145.937	  0.000	  0.000	    0.000	 61.587	 0.000
NGC2976    	  1.42	 71.70	 3.90	 21.70	 60.881	 0.000	 136.000	  0.000	  0.000	    0.000	 64.633	 0.000
NGC2976    	  1.49	 74.10	 4.40	 23.73	 63.195	 0.000	 124.972	  0.000	  0.000	    0.000	 67.503	 0.000
NGC2976    	  1.56	 76.70	 4.80	 25.98	 65.194	 0.000	 111.582	  0.000	  0.000	    0.000	 70.180	 0.000
NGC2976    	  1.63	 79.90	 4.40	 27.71	 66.711	 0.000	  96.633	  0.000	  0.000	    0.000	 72.237	 0.000
NGC2976    	  1.74	 83.60	 3.35	 30.15	 67.931	 0.000	  71.755	  0.000	  0.000	    0.000	 74.321	 0.000
NGC2976    	  1.93	 83.90	 3.95	 29.44	 66.533	 0.000	  41.945	  0.000	  0.000	    0.000	 72.756	 0.000
NGC2976    	  2.10	 88.70	 4.44	 29.75	 64.025	 0.000	  33.092	  0.000	  0.000	    0.000	 70.599	 0.000
NGC2976    	  2.27	 85.30	 5.36	 29.85	 62.415	 0.000	  29.818	  0.000	  0.000	    0.000	 69.186	 0.000
UGC05999   	  3.48	 46.20	 5.00	 13.28	 54.279	 8.370	  36.395	 11.225	  0.000	    0.000	 55.880	 8.130
UGC05999   	  6.94	 81.10	 5.00	 23.37	 56.059	 8.645	  11.490	  3.544	  0.000	    0.000	 60.735	 7.979
UGC05999   	 10.42	 91.20	 5.00	 31.30	 55.709	 8.591	   4.380	  1.351	  0.000	    0.000	 63.900	 7.489
UGC05999   	 13.89	 97.70	 5.00	 35.52	 50.061	 7.720	   1.218	  0.376	  0.000	    0.000	 61.382	 6.296
UGC05999   	 16.22	100.00	 5.00	 46.95	 46.949	 7.240	   0.000	  0.000	  0.000	    0.000	 66.397	 5.119
UGC07089   	  0.87	 20.90	 4.70	  4.05	 20.294	 0.000	  75.518	  0.000	  0.000	    0.000	 20.694	 0.000
UGC07089   	  1.74	 36.40	 3.90	  8.89	 34.655	 0.000	  62.606	  0.000	  0.000	    0.000	 35.778	 0.000
UGC07089   	  2.61	 43.40	 3.90	 12.07	 44.623	 0.000	  40.379	  0.000	  0.000	    0.000	 46.227	 0.000
UGC07089   	  3.50	 51.20	 4.70	 13.47	 49.396	 0.000	  28.144	  0.000	  0.000	    0.000	 51.200	 0.000
UGC07089   	  4.37	 59.70	 3.90	 14.33	 52.821	 0.000	  19.751	  0.000	  0.000	    0.000	 54.730	 0.000
UGC07089   	  5.24	 64.50	 4.40	 18.10	 53.537	 0.000	  12.790	  0.000	  0.000	    0.000	 56.514	 0.000
UGC07089   	  6.11	 67.90	 3.90	 21.23	 52.452	 0.000	   8.460	  0.000	  0.000	    0.000	 56.586	 0.000
