#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-16T17:45:07 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-16T17:45:07	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/385/816/rawcurve&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_33850816
#Name: J/A+A/385/816
#Title: LSB galaxies rotation curves (de Blok+ 2002)
#INFO	ivoid=ivo://cds.vizier/j/a+a/385/816	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/385/816	    IVOID of underlying data collection
#INFO	creator=de Blok W.J.G.	    First author or institution
#INFO	cites=bibcode:2002A&A...385..816D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2002	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/385/816	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.33850816	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-11-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_385_816_rawcurve:
#Name: J/A+A/385/816/rawcurve
#Title: Raw rotation curves
#Column	Name	(a11)	Name of the galaxy	[ucd=meta.id;meta.main]
#Column	r	(F8.1)	Angular radius	[ucd=phys.angSize]
#Column	Vrot	(F9.2)	Rotation velocity (1)	[ucd=phys.veloc.rotat]
#Column	e_Vrot	(F6.2)	Error in rotation velocity (1)	[ucd=stat.error]
Name	r	Vrot	e_Vrot
NGC1560    	    29.2	     8.14	  1.97
NGC1560    	    30.4	    22.03	  2.32
NGC1560    	    31.0	    11.88	  2.64
NGC1560    	    32.2	    22.31	  3.66
NGC1560    	    32.8	    14.30	  2.24
NGC1560    	    34.0	    23.88	  4.34
NGC1560    	    34.6	    22.45	  1.91
NGC1560    	    35.8	    28.59	  4.63
NGC1560    	    36.4	    26.93	  2.34
NGC1560    	    37.6	    28.53	  7.60
NGC1560    	    38.2	    31.25	  1.91
NGC1560    	    39.4	    29.57	  6.95
NGC1560    	    40.0	    32.08	  0.91
NGC1560    	    41.2	    30.18	  9.01
NGC1560    	    41.8	    33.20	  0.96
NGC1560    	    43.0	    29.39	  6.28
NGC1560    	    43.6	    34.43	  1.72
NGC1560    	    44.8	    27.70	  5.95
NGC1560    	    45.4	    35.99	  2.57
NGC1560    	    46.6	    35.61	  9.95
NGC1560    	    47.2	    23.89	  3.61
NGC1560    	    48.4	    22.28	 16.77
NGC1560    	    49.0	    16.08	  3.47
NGC1560    	    50.8	    19.90	  4.13
NGC1560    	    52.0	    33.52	  4.27
NGC1560    	    52.6	    22.52	  4.34
NGC1560    	    53.8	    36.12	  4.93
NGC1560    	    54.4	    28.52	  4.77
NGC1560    	    55.6	    37.26	  3.72
NGC1560    	    56.2	    29.21	  3.83
NGC1560    	    57.4	    29.97	  2.79
NGC1560    	    58.0	    38.43	  4.81
NGC1560    	    59.2	    33.14	  3.75
NGC1560    	    59.8	    38.22	  5.58
NGC1560    	    61.0	    31.82	  4.55
NGC1560    	    61.6	    38.37	  9.75
NGC1560    	    63.4	    40.77	  8.24
NGC1560    	    64.6	    33.90	  6.87
NGC1560    	    65.2	    34.15	  6.82
NGC1560    	    66.4	    31.79	  8.03
NGC1560    	    67.0	    29.30	  5.68
NGC1560    	    68.2	    25.32	  6.96
NGC1560    	    68.8	    42.82	  6.10
NGC1560    	    70.0	    30.75	  9.88
NGC1560    	    70.6	    40.71	  5.61
NGC1560    	    71.8	    22.01	  4.87
NGC1560    	    72.4	    44.13	  4.09
NGC1560    	    74.2	    44.64	  3.12
NGC1560    	    75.4	    29.57	  7.15
NGC1560    	    76.0	    46.20	  1.40
NGC1560    	    77.2	    38.34	  6.44
NGC1560    	    77.8	    47.14	  1.11
NGC1560    	    79.0	    38.56	  2.35
NGC1560    	    79.6	    44.77	  1.50
NGC1560    	    80.8	    38.55	  1.79
NGC1560    	    81.4	    46.86	  2.14
NGC1560    	    82.6	    37.89	  1.59
NGC1560    	    83.2	    45.20	  4.88
NGC1560    	    84.4	    37.53	  3.15
NGC1560    	    85.0	    38.19	  7.44
NGC1560    	    86.2	    33.50	  6.93
NGC1560    	    86.8	    38.52	 13.82
NGC1560    	    88.0	    29.84	  4.58
NGC1560    	    88.6	    40.96	  9.55
NGC1560    	    89.8	    30.44	  6.64
NGC1560    	    90.4	    27.92	  5.14
NGC1560    	    91.6	    33.54	  6.45
NGC1560    	    92.2	    40.64	  5.96
NGC1560    	    93.4	    41.96	  6.89
NGC1560    	    94.0	    29.70	  8.42
NGC1560    	    95.2	    25.86	  7.31
NGC1560    	    95.8	    31.96	  5.97
NGC1560    	    97.0	    31.59	  8.47
NGC1560    	    97.6	    36.42	  6.77
NGC1560    	    98.8	    35.91	  6.92
NGC1560    	    99.4	    26.03	  9.58
NGC1560    	   100.6	    34.32	  5.32
NGC1560    	   101.2	    36.00	  0.00
NGC1560    	   102.4	    37.83	  2.43
NGC1560    	   103.0	    23.87	 10.48
NGC1560    	   104.2	    36.20	  1.66
NGC1560    	   104.8	    28.19	 11.57
NGC1560    	   106.0	    35.38	  3.55
NGC1560    	   106.6	    31.25	 13.37
NGC1560    	   107.8	    35.77	  3.91
NGC1560    	   109.6	    29.08	  6.05
NGC1560    	   110.2	    27.90	 12.89
NGC1560    	   111.4	    36.87	  8.32
NGC1560    	   112.0	    25.39	 10.31
NGC1560    	   113.2	    27.03	  7.85
NGC1560    	   113.8	    27.82	  5.79
NGC1560    	   115.0	    37.46	  5.57
NGC1560    	   115.6	    32.85	  5.01
NGC1560    	   116.8	    39.95	  3.77
NGC1560    	   117.4	    35.09	  3.21
NGC1560    	   118.6	    44.24	  2.69
NGC1560    	   119.2	    37.65	  2.87
NGC1560    	   120.4	    44.55	  2.26
NGC1560    	   121.0	    38.61	  1.96
NGC1560    	   122.2	    40.71	  2.03
NGC1560    	   122.8	    41.73	  1.98
NGC1560    	   124.0	    42.20	  2.01
NGC1560    	   124.6	    46.36	  0.94
NGC1560    	   125.8	    41.75	  2.50
NGC1560    	   126.4	    46.68	  0.62
NGC1560    	   127.6	    39.18	  3.04
NGC1560    	   128.2	    45.96	  0.67
NGC1560    	   129.4	    44.76	  3.55
NGC1560    	   130.0	    47.69	  1.02
NGC1560    	   131.2	    37.09	  3.54
NGC1560    	   131.8	    44.18	  2.90
NGC1560    	   133.0	    46.77	  5.86
NGC1560    	   133.6	    47.72	  7.77
NGC1560    	   134.8	    40.22	  6.50
NGC1560    	   135.4	    48.17	 10.13
NGC1560    	   136.6	    50.45	  8.31
NGC1560    	   138.4	    42.86	  6.80
NGC1560    	   140.2	    37.84	  9.62
UGC1230    	   -35.4	   -36.36	  5.15
UGC1230    	   -33.6	   -34.44	  3.17
UGC1230    	   -31.8	   -35.83	  2.99
UGC1230    	   -30.0	   -34.81	  4.38
UGC1230    	   -28.2	   -36.51	  6.09
UGC1230    	   -19.2	   -33.95	 11.31
UGC1230    	   -17.4	   -38.04	 10.39
UGC1230    	   -15.6	   -34.17	 15.58
UGC1230    	   -13.8	   -28.32	  6.98
UGC1230    	   -12.0	   -31.14	  5.18
UGC1230    	   -10.2	   -27.04	  3.41
UGC1230    	    -8.4	   -26.27	  4.09
UGC1230    	    -6.6	   -18.20	  4.80
UGC1230    	    -4.8	    -7.84	  2.78
UGC1230    	    -3.0	    -3.07	  1.88
UGC1230    	    -1.2	    -2.34	  2.04
UGC1230    	     0.6	    -0.73	  3.18
UGC1230    	     2.4	     2.77	  3.20
UGC1230    	     4.2	     5.17	  2.75
UGC1230    	     6.0	    17.43	  3.28
UGC1230    	     7.8	    19.32	  2.67
UGC1230    	     9.6	    22.79	  4.81
UGC1230    	    11.4	    25.71	  5.89
UGC1230    	    13.2	    28.25	  6.55
UGC1230    	    15.0	    30.70	  4.82
UGC1230    	    16.8	    33.82	  4.87
UGC1230    	    18.6	    39.90	  3.84
UGC1230    	    20.4	    37.77	  2.73
UGC1230    	    22.2	    42.27	  2.73
UGC1230    	    24.0	    38.71	  3.45
UGC1230    	    28.2	    43.93	  4.92
UGC1230    	    33.6	    40.27	  9.16
UGC1230    	    49.8	    39.12	  5.65
UGC1230    	    55.2	    44.47	  5.04
UGC1281    	  -108.0	    40.51	  4.22
UGC1281    	  -106.2	    34.49	  1.59
UGC1281    	  -104.4	    38.01	  3.56
UGC1281    	  -102.6	    32.76	 12.96
UGC1281    	   -99.0	    44.57	 12.50
UGC1281    	   -73.8	    37.60	  6.26
UGC1281    	   -72.0	    36.65	  3.84
UGC1281    	   -70.2	    35.56	  3.95
UGC1281    	   -68.4	    37.13	  3.89
UGC1281    	   -66.6	    31.22	  5.23
UGC1281    	   -64.8	    31.53	  9.95
UGC1281    	   -63.0	    35.41	  5.47
UGC1281    	   -61.2	    31.69	  7.37
UGC1281    	   -59.4	    27.77	  7.24
UGC1281    	   -57.6	    30.90	  8.40
UGC1281    	   -55.8	    33.26	  5.30
UGC1281    	   -54.0	    26.83	  4.40
UGC1281    	   -52.2	    17.44	  4.30
UGC1281    	   -50.4	    21.84	  5.07
UGC1281    	   -48.6	    16.01	  5.51
UGC1281    	   -46.8	    25.98	  9.47
UGC1281    	   -45.0	    26.20	  6.93
UGC1281    	   -43.2	    22.51	  5.77
UGC1281    	   -41.4	    19.77	  3.87
UGC1281    	   -39.6	    19.70	  4.80
UGC1281    	   -37.8	    16.37	  2.75
UGC1281    	   -36.0	    17.31	  1.70
UGC1281    	   -34.2	    13.24	  1.49
UGC1281    	   -32.4	    12.07	  2.50
UGC1281    	   -30.6	    10.48	  1.29
UGC1281    	   -28.8	    10.04	  0.91
UGC1281    	   -27.0	    11.86	  1.09
UGC1281    	   -25.2	    14.64	  1.82
UGC1281    	   -23.4	    16.38	  1.79
UGC1281    	   -21.6	    13.22	  1.56
UGC1281    	   -19.8	    13.54	  1.29
UGC1281    	   -18.0	    11.43	  1.15
UGC1281    	   -16.2	    12.24	  1.56
UGC1281    	   -14.4	    12.60	  2.71
UGC1281    	   -12.6	     7.68	  1.41
UGC1281    	   -10.8	     5.91	  1.34
UGC1281    	    -9.0	     3.38	  1.03
UGC1281    	    -7.2	     2.09	  1.54
UGC1281    	    -5.4	    -0.98	  3.00
UGC1281    	    -3.6	    -1.90	  5.08
UGC1281    	    -1.8	    -0.21	  5.69
UGC1281    	     0.0	     5.98	  6.56
UGC1281    	     1.8	    -4.57	  6.41
UGC1281    	     3.6	     1.06	  2.97
UGC1281    	     5.4	    -2.55	  1.10
UGC1281    	     7.2	    -1.54	  1.05
UGC1281    	     9.0	    -3.28	  1.91
UGC1281    	    10.8	    -1.74	  1.84
UGC1281    	    12.6	    -3.95	  2.50
UGC1281    	    14.4	    -8.27	  4.05
UGC1281    	    16.2	   -13.13	  6.05
UGC1281    	    18.0	   -10.18	  6.59
UGC1281    	    19.8	    -7.78	  6.72
UGC1281    	    21.6	    -3.51	  5.41
UGC1281    	    23.4	    -5.34	  4.70
UGC1281    	    25.2	    -4.97	  4.46
UGC1281    	    27.0	   -11.93	  3.79
UGC1281    	    28.8	   -11.73	  2.04
UGC1281    	    30.6	    -9.40	  1.70
UGC1281    	    32.4	   -10.45	  1.39
UGC1281    	    34.2	   -13.63	  1.52
UGC1281    	    36.0	   -11.48	  4.17
UGC1281    	    37.8	    -9.20	  3.65
UGC1281    	    39.6	    -9.51	  4.06
UGC1281    	    41.4	   -14.27	  4.59
UGC1281    	    43.2	   -20.66	  4.18
UGC1281    	    45.0	   -28.23	  3.97
UGC1281    	    46.8	   -27.15	  2.96
UGC1281    	    48.6	   -28.59	  2.01
UGC1281    	    50.4	   -33.79	  1.14
UGC1281    	    52.2	   -35.50	  0.85
UGC1281    	    54.0	   -34.27	  1.03
UGC1281    	    55.8	   -34.47	  2.05
UGC1281    	    57.6	   -32.53	  3.17
UGC1281    	    59.4	   -32.16	  2.38
UGC1281    	    61.2	   -34.48	  2.50
UGC1281    	    63.0	   -37.57	  2.65
UGC1281    	    64.8	   -38.07	  2.30
UGC1281    	    66.6	   -40.22	  2.40
UGC1281    	    68.4	   -34.36	  2.49
UGC1281    	    70.2	   -32.77	  1.94
UGC1281    	    72.0	   -29.90	  0.93
UGC1281    	    73.8	   -29.51	  1.24
UGC1281    	    75.6	   -32.63	  3.17
UGC1281    	    77.4	   -32.99	  4.85
UGC1281    	    79.2	   -34.71	  2.48
UGC1281    	    81.0	   -36.36	  1.79
UGC1281    	    82.8	   -44.91	  3.85
UGC1281    	    84.6	   -44.50	  6.51
UGC1281    	    86.4	   -41.71	  6.74
UGC1281    	    88.2	   -45.42	  8.56
UGC1281    	    90.0	   -52.93	  8.95
UGC1281    	    91.8	   -47.94	  5.46
UGC1281    	    93.6	   -42.97	  7.47
UGC1281    	    95.4	   -47.54	  6.48
UGC1281    	    99.0	   -45.95	 14.74
UGC1281    	   100.8	   -46.54	  7.44
UGC1281    	   102.6	   -49.71	  6.78
UGC1281    	   104.4	   -47.04	  7.72
UGC1281    	   106.2	   -49.15	 21.63
UGC3137    	   -86.7	   -93.78	 18.14
UGC3137    	   -84.9	   -80.72	 11.16
UGC3137    	   -83.1	   -99.19	 26.69
UGC3137    	   -81.3	  -116.76	 21.46
UGC3137    	   -77.7	   -87.36	 16.34
UGC3137    	   -75.9	  -104.42	 33.30
UGC3137    	   -72.3	   -83.15	  8.64
UGC3137    	   -70.5	   -77.61	  8.37
UGC3137    	   -68.7	   -66.94	  3.97
UGC3137    	   -66.9	   -66.42	  6.93
UGC3137    	   -65.1	   -72.37	  5.39
UGC3137    	   -63.3	   -74.92	 22.88
UGC3137    	   -61.5	   -50.98	 19.75
UGC3137    	   -57.9	   -64.90	 16.98
UGC3137    	   -56.1	   -71.73	  9.67
UGC3137    	   -54.3	   -76.02	 11.54
UGC3137    	   -52.5	   -73.42	  6.77
UGC3137    	   -50.7	   -77.94	  7.86
UGC3137    	   -48.9	   -84.06	  5.67
UGC3137    	   -47.1	   -73.97	  5.33
UGC3137    	   -45.3	   -78.16	  2.94
UGC3137    	   -43.5	   -72.93	  2.39
UGC3137    	   -41.7	   -71.40	  1.33
UGC3137    	   -39.9	   -71.84	  1.27
UGC3137    	   -38.1	   -70.82	  1.94
UGC3137    	   -36.3	   -68.36	  3.39
UGC3137    	   -34.5	   -59.52	  6.16
UGC3137    	   -32.7	   -61.75	  5.34
UGC3137    	   -30.9	   -64.28	 13.21
UGC3137    	   -29.1	   -51.79	 14.55
UGC3137    	   -27.3	   -57.63	 13.48
UGC3137    	   -25.5	   -43.63	 37.37
UGC3137    	   -21.9	   -35.67	 14.94
UGC3137    	   -20.1	   -33.50	  8.01
UGC3137    	   -18.3	   -40.32	 13.54
UGC3137    	   -16.5	   -33.91	 27.64
UGC3137    	   -12.9	   -13.81	 15.96
UGC3137    	   -11.1	   -24.62	  9.02
UGC3137    	    -9.3	   -14.94	 12.00
UGC3137    	    -7.5	   -15.27	  9.97
UGC3137    	    -5.7	   -27.99	 13.73
UGC3137    	    -3.9	   -10.98	 11.34
UGC3137    	    -2.1	     4.30	  8.74
UGC3137    	    -0.3	    -4.50	 23.88
UGC3137    	     3.3	    11.13	 15.32
UGC3137    	     5.1	    11.51	 18.37
UGC3137    	     8.7	    30.87	 20.12
UGC3137    	    12.3	    27.81	  9.26
UGC3137    	    14.1	    22.99	 19.91
UGC3137    	    15.9	    41.37	 13.18
UGC3137    	    17.7	    33.78	 23.03
UGC3137    	    21.3	    55.28	 15.54
UGC3137    	    23.1	    43.56	 10.80
UGC3137    	    24.9	    49.10	 12.40
UGC3137    	    26.7	    57.99	 20.67
UGC3137    	    28.5	    47.12	 24.52
UGC3137    	    30.3	    58.27	 10.48
UGC3137    	    32.1	    59.87	  7.76
UGC3137    	    33.9	    57.25	  7.78
UGC3137    	    35.7	    61.57	 28.06
UGC3137    	    41.1	    61.77	 17.35
UGC3137    	    42.9	    56.52	 31.56
UGC3137    	    46.5	    59.15	 16.82
UGC3137    	    50.1	    77.48	 29.51
UGC3137    	    51.9	    79.60	 14.68
UGC3137    	    53.7	    57.12	 29.17
UGC3137    	    55.5	    65.62	 21.79
UGC3137    	    57.3	    77.52	 21.38
UGC3137    	    59.1	   102.06	 39.13
UGC3137    	    62.7	    87.22	 18.28
UGC3137    	    64.5	    87.96	 21.93
UGC3137    	    66.3	    75.79	 35.24
UGC3371    	   -82.5	    55.73	 18.16
UGC3371    	   -80.7	    38.18	  6.81
UGC3371    	   -78.9	    37.25	 11.02
UGC3371    	   -77.1	    55.70	 11.28
UGC3371    	   -68.1	    39.78	 20.47
UGC3371    	   -66.3	    45.01	 19.29
UGC3371    	   -51.9	    16.96	 28.00
UGC3371    	   -48.3	    27.78	 18.85
UGC3371    	   -46.5	    24.15	 12.08
UGC3371    	   -44.7	    23.80	  8.53
UGC3371    	   -42.9	    16.97	  8.95
UGC3371    	   -41.1	    36.03	  8.06
UGC3371    	   -37.5	    44.80	 12.52
UGC3371    	   -35.7	    35.35	  8.08
UGC3371    	   -21.3	     2.91	 17.88
UGC3371    	   -19.5	    25.03	 10.50
UGC3371    	   -17.7	     9.28	 10.59
UGC3371    	   -15.9	    17.39	 30.84
UGC3371    	    -8.7	     2.96	 11.33
UGC3371    	    -6.9	     1.20	 10.37
UGC3371    	    -5.1	     3.83	  6.86
UGC3371    	    -3.3	     3.12	  6.16
UGC3371    	    -1.5	    -3.49	  4.28
UGC3371    	     0.3	    -0.40	  3.88
UGC3371    	     2.1	    -0.17	  4.14
UGC3371    	     3.9	     1.88	  3.84
UGC3371    	     5.7	     3.50	  5.32
UGC3371    	     7.5	    -0.19	 11.84
UGC3371    	     9.3	    -0.95	 13.04
UGC3371    	    11.1	   -18.04	 11.70
UGC3371    	    12.9	    -0.91	  7.70
UGC3371    	    14.7	   -19.05	 11.45
UGC3371    	    16.5	   -22.49	 16.93
UGC3371    	    18.3	   -13.07	 19.34
UGC3371    	    20.1	   -14.72	 27.83
UGC3371    	    25.5	   -33.98	 14.42
UGC3371    	    27.3	   -37.23	  8.81
UGC3371    	    29.1	   -38.41	 11.33
UGC3371    	    30.9	   -31.68	 17.82
UGC3371    	    32.7	   -17.84	 26.96
UGC3371    	    39.9	   -33.44	  8.80
UGC3371    	    41.7	   -23.33	 12.13
UGC3371    	    43.5	   -15.88	 21.04
UGC3371    	    48.9	   -40.01	 22.14
UGC3371    	    50.7	   -34.00	 20.10
UGC3371    	    52.5	   -49.91	  8.89
UGC3371    	    54.3	   -40.32	  8.07
UGC3371    	    56.1	   -49.79	  6.87
UGC3371    	    57.9	   -37.06	  8.38
UGC3371    	    84.9	   -54.17	 16.30
UGC3371    	    86.7	   -52.14	  7.32
UGC3371    	    88.5	   -38.12	  9.10
UGC3371    	    90.3	   -55.72	 15.73
UGC3371    	    92.1	   -42.39	 11.66
UGC3371    	    93.9	   -48.23	  9.42
UGC3371    	    95.7	   -50.40	 11.25
UGC3371    	    97.5	   -52.36	  9.69
UGC4173    	   -25.8	     1.68	 14.20
UGC4173    	   -17.4	     6.43	  9.86
UGC4173    	   -15.6	     7.92	  9.46
UGC4173    	   -13.8	     7.96	  9.00
UGC4173    	   -12.0	     8.25	  5.78
UGC4173    	   -10.2	    13.17	  5.19
UGC4173    	    -8.4	     8.84	  4.51
UGC4173    	    -6.6	     5.72	  3.61
UGC4173    	    -4.8	     7.90	  3.93
UGC4173    	    -3.0	    10.20	  7.33
UGC4173    	    -1.2	     5.29	  6.62
UGC4173    	     9.6	    -4.16	 11.61
UGC4173    	    11.4	    -7.12	  6.77
UGC4173    	    13.2	    -7.45	  3.03
UGC4173    	    15.0	    -7.96	  1.58
UGC4173    	    16.8	    -9.68	  1.12
UGC4173    	    18.6	    -7.94	  1.01
UGC4173    	    20.4	    -8.66	  1.08
UGC4173    	    22.2	    -5.51	  1.42
UGC4173    	    24.0	    -6.24	  1.64
UGC4173    	    25.8	    -8.19	  1.62
UGC4173    	    27.6	   -10.64	  2.72
UGC4173    	    29.4	    -6.35	  3.89
UGC4173    	    31.2	    -7.64	  7.28
UGC4325    	   -93.0	   -84.53	 22.60
UGC4325    	   -85.8	   -62.85	  4.79
UGC4325    	   -84.0	   -72.14	  7.39
UGC4325    	   -82.2	   -67.99	 11.37
UGC4325    	   -80.4	   -74.88	 14.36
UGC4325    	   -78.6	   -65.76	 13.95
UGC4325    	   -75.0	   -77.94	  9.27
UGC4325    	   -73.2	   -58.80	  9.29
UGC4325    	   -71.4	   -65.61	  4.57
UGC4325    	   -69.6	   -60.46	  5.78
UGC4325    	   -67.8	   -67.44	  6.37
UGC4325    	   -66.0	   -70.49	  7.52
UGC4325    	   -64.2	   -63.54	  5.44
UGC4325    	   -62.4	   -62.08	  6.33
UGC4325    	   -60.6	   -58.75	  4.01
UGC4325    	   -58.8	   -61.80	  7.63
UGC4325    	   -57.0	   -63.31	 11.31
UGC4325    	   -55.2	   -68.64	 10.58
UGC4325    	   -53.4	   -67.08	 10.63
UGC4325    	   -51.6	   -62.38	 10.09
UGC4325    	   -49.8	   -55.04	 12.87
UGC4325    	   -48.0	   -48.88	  3.51
UGC4325    	   -46.2	   -39.19	  1.45
UGC4325    	   -44.4	   -37.00	  1.95
UGC4325    	   -42.6	   -40.78	  3.00
UGC4325    	   -40.8	   -43.96	  8.46
UGC4325    	   -39.0	   -44.83	  3.18
UGC4325    	   -37.2	   -45.39	  4.81
UGC4325    	   -35.4	   -40.32	  5.14
UGC4325    	   -33.6	   -33.50	  4.71
UGC4325    	   -31.8	   -41.13	  3.41
UGC4325    	   -30.0	   -29.45	  3.07
UGC4325    	   -28.2	   -25.57	  9.73
UGC4325    	   -26.4	   -26.31	  6.59
UGC4325    	   -24.6	   -34.11	  6.14
UGC4325    	   -22.8	   -28.13	  6.34
UGC4325    	   -21.0	   -22.27	  8.80
UGC4325    	   -19.2	   -20.95	  7.85
UGC4325    	   -17.4	   -19.14	  3.48
UGC4325    	   -15.6	   -15.00	  2.30
UGC4325    	   -13.8	   -14.50	  0.97
UGC4325    	   -12.0	   -15.93	  0.76
UGC4325    	   -10.2	   -17.52	  0.60
UGC4325    	    -8.4	   -17.59	  0.56
UGC4325    	    -6.6	   -17.04	  0.59
UGC4325    	    -4.8	   -20.29	  0.74
UGC4325    	    -3.0	   -20.15	  1.56
UGC4325    	    -1.2	    -7.15	  1.60
UGC4325    	     0.6	     2.16	  1.63
UGC4325    	     2.4	     4.38	  2.33
UGC4325    	     4.2	     0.52	  2.62
UGC4325    	     6.0	     5.62	  3.53
UGC4325    	     7.8	     9.90	  4.52
UGC4325    	     9.6	     7.38	  6.57
UGC4325    	    11.4	     7.84	  8.17
UGC4325    	    13.2	    19.25	  6.11
UGC4325    	    15.0	    17.85	  6.04
UGC4325    	    16.8	    21.36	  3.58
UGC4325    	    18.6	    31.13	  2.57
UGC4325    	    20.4	    29.54	  2.30
UGC4325    	    22.2	    27.01	  2.47
UGC4325    	    24.0	    26.90	  2.83
UGC4325    	    25.8	    28.63	  4.33
UGC4325    	    27.6	    27.70	  4.57
UGC4325    	    29.4	    34.73	  2.92
UGC4325    	    31.2	    43.63	  1.69
UGC4325    	    33.0	    45.70	  2.41
UGC4325    	    34.8	    43.49	  2.85
UGC4325    	    36.6	    45.12	  1.02
UGC4325    	    38.4	    46.94	  0.67
UGC4325    	    40.2	    49.81	  1.03
UGC4325    	    42.0	    52.05	  3.01
UGC4325    	    43.8	    54.29	  6.60
UGC4325    	    45.6	    49.22	  5.68
UGC4325    	    47.4	    51.54	  2.53
UGC4325    	    49.2	    57.54	  0.90
UGC4325    	    51.0	    60.27	  0.76
UGC4325    	    52.8	    60.81	  0.80
UGC4325    	    54.6	    59.61	  1.20
UGC4325    	    56.4	    61.10	  2.13
UGC4325    	    58.2	    66.97	  1.70
UGC4325    	    60.0	    63.56	  1.16
UGC4325    	    61.8	    59.39	  2.58
UGC4325    	    63.6	    56.59	 10.82
UGC5005    	   -41.1	   -34.19	 11.52
UGC5005    	   -37.5	   -33.65	 13.82
UGC5005    	   -32.1	   -43.40	 10.76
UGC5005    	   -30.3	   -33.13	 15.74
UGC5005    	   -28.5	   -35.41	  9.53
UGC5005    	   -26.7	   -42.26	  5.57
UGC5005    	   -24.9	   -41.37	 10.86
UGC5005    	   -23.1	   -34.08	  7.70
UGC5005    	   -21.3	   -31.25	  9.46
UGC5005    	   -19.5	   -25.01	  6.12
UGC5005    	   -17.7	   -31.71	 10.44
UGC5005    	    -1.5	   -21.90	 16.48
UGC5005    	     0.3	    -6.37	 12.43
UGC5005    	     2.1	     5.11	  9.66
UGC5005    	     3.9	     8.15	 14.30
UGC5005    	    11.1	    31.05	 20.78
UGC5005    	    12.9	    36.36	 25.20
UGC5005    	    14.7	    39.30	  5.78
UGC5005    	    16.5	    39.55	  2.08
UGC5005    	    18.3	    38.34	  0.81
UGC5005    	    20.1	    35.88	  1.13
UGC5005    	    21.9	    35.77	  2.76
UGC5005    	    23.7	    34.09	  5.82
UGC5005    	    25.5	    38.18	  3.54
UGC5005    	    27.3	    37.29	  2.98
UGC5005    	    29.1	    35.35	  3.85
UGC5005    	    30.9	    42.27	  8.40
UGC5005    	    32.7	    38.51	  9.72
UGC5750    	   -30.0	    66.56	 10.65
UGC5750    	   -28.2	    59.97	  7.24
UGC5750    	   -26.4	    57.14	  4.08
UGC5750    	   -24.6	    48.87	  2.46
UGC5750    	   -22.8	    41.15	  1.61
UGC5750    	   -21.0	    40.05	  1.59
UGC5750    	   -19.2	    44.58	  1.82
UGC5750    	   -17.4	    44.17	  4.45
UGC5750    	   -15.6	    36.29	  5.11
UGC5750    	   -13.8	    34.50	  4.90
UGC5750    	   -12.0	    25.29	  2.99
UGC5750    	   -10.2	    24.69	  1.85
UGC5750    	    -8.4	    23.56	  1.38
UGC5750    	    -6.6	    20.52	  1.58
UGC5750    	    -4.8	    12.72	  1.39
UGC5750    	    -3.0	     7.40	  1.00
UGC5750    	    -1.2	     3.99	  0.81
UGC5750    	     0.6	     3.25	  0.69
UGC5750    	     2.4	     3.45	  0.77
UGC5750    	     4.2	    -1.72	  1.21
UGC5750    	     6.0	    -8.29	  2.21
UGC5750    	     7.8	   -10.71	  3.79
UGC5750    	     9.6	   -19.54	  7.06
UGC5750    	    11.4	   -27.35	  9.95
UGC5750    	    13.2	   -27.06	  8.29
UGC5750    	    15.0	   -33.21	  7.63
UGC5750    	    16.8	   -38.94	  5.47
UGC5750    	    18.6	   -53.23	  5.92
UGC5750    	    20.4	   -54.32	  3.09
UGC5750    	    22.2	   -54.92	  3.09
UGC5750    	    24.0	   -56.30	  4.46
UGC5750    	    25.8	   -56.89	  6.39
UGC5750    	    27.6	   -65.75	  5.86
UGC5750    	    29.4	   -71.90	  5.14
UGC5750    	    31.2	   -68.18	  5.27
UGC5750    	    33.0	   -67.31	  5.50
UGC5750    	    34.8	   -62.19	  9.72
UGC628     	   -26.4	   102.18	  3.85
UGC628     	   -24.6	    98.01	  2.59
UGC628     	   -22.8	    93.20	  3.27
UGC628     	   -21.0	    90.16	  3.97
UGC628     	   -19.2	    92.57	  2.12
UGC628     	   -17.4	    86.19	  1.68
UGC628     	   -15.6	    87.87	  2.59
UGC628     	   -13.8	    81.02	  6.35
UGC628     	   -12.0	    80.15	 18.98
UGC628     	   -10.2	    72.76	  6.45
UGC628     	    -8.4	    68.39	  2.57
